,train,val,test
0,13952_1,26829_0,26846_0
1,13952_0,18852_0,18848_6
2,13959_0,26832_0,18848_1
3,13960_0,26841_0,18848_5
4,13961_0,26859_0,18848_4
5,13961_1,13963_0,18848_3
6,13962_0,13971_0,18848_2
7,13962_1,26787_0,18848_0
8,13966_0,19693_0,19677_0
9,13973_1,13965_2,19694_0
10,13973_0,13965_0,18831_0
11,13973_2,13965_1,26855_0
12,13974_1,26797_0,26803_0
13,13974_0,13958_0,26791_0
14,13975_0,13958_3,26838_0
15,13981_1,13958_1,26808_0
16,13981_0,13958_2,19692_0
17,18837_0,19667_0,26817_0
18,18839_0,26835_0,18843_1
19,18841_0,26820_0,18843_0
20,18841_2,26831_0,18835_0
21,18841_1,26789_0,
22,18842_0,13979_0,
23,19672_0,13957_0,
24,19674_0,18833_0,
25,19678_0,18846_0,
26,19680_0,13964_0,
27,19690_0,18844_0,
28,19695_0,19689_0,
29,19697_0,26799_0,
30,19698_0,26843_0,
31,26788_0,26824_0,
32,26795_0,18830_0,
33,26798_0,26858_0,
34,26800_0,13953_0,
35,26805_0,13953_1,
36,26806_0,26810_0,
37,26809_0,13978_1,
38,26815_0,13978_0,
39,26816_0,18840_4,
40,26823_0,18840_3,
41,26851_0,18840_1,
42,26853_0,18840_5,
43,13954_0,18840_2,
44,13972_0,18840_0,
45,13972_1,19691_0,
46,13976_0,18838_0,
47,13977_1,13980_0,
48,13977_0,13980_1,
49,13977_2,13980_2,
50,13983_0,19684_0,
51,13983_1,18829_0,
52,13983_3,13955_0,
53,13983_2,,
54,18827_2,,
55,18827_0,,
56,18827_1,,
57,18832_0,,
58,18834_0,,
59,18836_0,,
60,18836_1,,
61,18845_0,,
62,18847_0,,
63,18847_6,,
64,18847_8,,
65,18847_9,,
66,18847_4,,
67,18847_1,,
68,18847_10,,
69,18847_5,,
70,18847_7,,
71,18847_2,,
72,18847_3,,
73,18849_0,,
74,18849_1,,
75,18849_2,,
76,18851_0,,
77,19669_0,,
78,19675_0,,
79,19676_0,,
80,19681_0,,
81,19685_0,,
82,19700_0,,
83,26790_0,,
84,26793_0,,
85,26794_0,,
86,26801_0,,
87,26802_0,,
88,26804_0,,
89,26807_0,,
90,26811_0,,
91,26813_0,,
92,26814_0,,
93,26821_0,,
94,26822_0,,
95,26825_0,,
96,26826_0,,
97,26828_0,,
98,26833_0,,
99,26834_0,,
100,26839_0,,
101,26842_0,,
102,26844_0,,
103,26845_0,,
104,26847_0,,
105,26848_0,,
106,26849_0,,
107,26850_0,,
108,26857_0,,
