,train,val,test
0,13961_0,26798_0,13952_1
1,13961_1,26823_0,13952_0
2,13962_0,26787_0,13959_0
3,13962_1,13966_0,26841_0
4,13963_0,13975_0,13960_0
5,13965_2,13958_0,26846_0
6,13965_0,13958_3,26816_0
7,13965_1,13958_1,13957_0
8,13973_1,13958_2,18834_0
9,13973_0,19678_0,19669_0
10,13973_2,13974_1,26850_0
11,18831_0,13974_0,18829_0
12,18837_0,26853_0,19700_0
13,18841_0,26820_0,26845_0
14,18841_2,19693_0,18830_0
15,18841_1,26831_0,
16,18848_6,18839_0,
17,18848_1,18842_0,
18,18848_5,13981_1,
19,18848_4,13981_0,
20,18848_3,26832_0,
21,18848_2,13971_0,
22,18848_0,13980_0,
23,18852_0,13980_1,
24,19667_0,13980_2,
25,19672_0,19692_0,
26,19674_0,18832_0,
27,19677_0,26794_0,
28,19680_0,19689_0,
29,19690_0,26803_0,
30,19694_0,13972_0,
31,19695_0,13972_1,
32,19697_0,26828_0,
33,19698_0,13977_1,
34,26788_0,13977_0,
35,26789_0,13977_2,
36,26795_0,26802_0,
37,26797_0,26811_0,
38,26800_0,26808_0,
39,26805_0,26842_0,
40,26806_0,19681_0,
41,26809_0,26839_0,
42,26815_0,26801_0,
43,26829_0,26793_0,
44,26835_0,26824_0,
45,26851_0,26814_0,
46,26855_0,26857_0,
47,26859_0,26844_0,
48,13953_0,13978_1,
49,13953_1,13978_0,
50,13954_0,,
51,13955_0,,
52,13964_0,,
53,13976_0,,
54,13979_0,,
55,13983_0,,
56,13983_1,,
57,13983_3,,
58,13983_2,,
59,18827_2,,
60,18827_0,,
61,18827_1,,
62,18833_0,,
63,18835_0,,
64,18836_0,,
65,18836_1,,
66,18838_0,,
67,18840_4,,
68,18840_3,,
69,18840_1,,
70,18840_5,,
71,18840_2,,
72,18840_0,,
73,18843_1,,
74,18843_0,,
75,18844_0,,
76,18845_0,,
77,18846_0,,
78,18847_0,,
79,18847_6,,
80,18847_8,,
81,18847_9,,
82,18847_4,,
83,18847_1,,
84,18847_10,,
85,18847_5,,
86,18847_7,,
87,18847_2,,
88,18847_3,,
89,18849_0,,
90,18849_1,,
91,18849_2,,
92,18851_0,,
93,19675_0,,
94,19676_0,,
95,19684_0,,
96,19685_0,,
97,19691_0,,
98,26790_0,,
99,26791_0,,
100,26799_0,,
101,26804_0,,
102,26807_0,,
103,26810_0,,
104,26813_0,,
105,26817_0,,
106,26821_0,,
107,26822_0,,
108,26825_0,,
109,26826_0,,
110,26833_0,,
111,26834_0,,
112,26838_0,,
113,26843_0,,
114,26847_0,,
115,26848_0,,
116,26849_0,,
117,26858_0,,
