,train,val,test
0,13952_1,26815_0,18831_0
1,13952_0,13971_0,13974_1
2,13958_0,18841_0,13974_0
3,13958_3,18841_2,18842_0
4,13958_1,18841_1,19697_0
5,13958_2,26798_0,26805_0
6,13962_0,18839_0,18837_0
7,13962_1,26846_0,19684_0
8,13963_0,13960_0,13954_0
9,13965_2,19677_0,26847_0
10,13965_0,13966_0,18833_0
11,13965_1,19695_0,26824_0
12,13973_1,13959_0,13957_0
13,13973_0,19698_0,26843_0
14,13973_2,19690_0,18843_1
15,13975_0,26809_0,18843_0
16,13981_1,26832_0,
17,13981_0,13961_0,
18,18848_6,13961_1,
19,18848_1,26800_0,
20,18848_5,13983_0,
21,18848_4,13983_1,
22,18848_3,13983_3,
23,18848_2,13983_2,
24,18848_0,19692_0,
25,18852_0,26833_0,
26,19667_0,13964_0,
27,19672_0,13978_1,
28,19674_0,13978_0,
29,19678_0,26793_0,
30,19680_0,13972_0,
31,19693_0,13972_1,
32,19694_0,19691_0,
33,26787_0,18851_0,
34,26788_0,19669_0,
35,26789_0,26791_0,
36,26795_0,26807_0,
37,26797_0,26838_0,
38,26806_0,26802_0,
39,26816_0,26794_0,
40,26820_0,18847_0,
41,26823_0,18847_6,
42,26829_0,18847_8,
43,26831_0,18847_9,
44,26835_0,18847_4,
45,26841_0,18847_1,
46,26851_0,18847_10,
47,26853_0,18847_5,
48,26855_0,18847_7,
49,26859_0,18847_2,
50,13953_0,18847_3,
51,13953_1,13979_0,
52,13955_0,19700_0,
53,13976_0,26804_0,
54,13977_1,18849_0,
55,13977_0,18849_1,
56,13977_2,18849_2,
57,13980_0,26844_0,
58,13980_1,19676_0,
59,13980_2,,
60,18827_2,,
61,18827_0,,
62,18827_1,,
63,18829_0,,
64,18830_0,,
65,18832_0,,
66,18834_0,,
67,18835_0,,
68,18836_0,,
69,18836_1,,
70,18838_0,,
71,18840_4,,
72,18840_3,,
73,18840_1,,
74,18840_5,,
75,18840_2,,
76,18840_0,,
77,18844_0,,
78,18845_0,,
79,18846_0,,
80,19675_0,,
81,19681_0,,
82,19685_0,,
83,19689_0,,
84,26790_0,,
85,26799_0,,
86,26801_0,,
87,26803_0,,
88,26808_0,,
89,26810_0,,
90,26811_0,,
91,26813_0,,
92,26814_0,,
93,26817_0,,
94,26821_0,,
95,26822_0,,
96,26825_0,,
97,26826_0,,
98,26828_0,,
99,26834_0,,
100,26839_0,,
101,26842_0,,
102,26845_0,,
103,26848_0,,
104,26849_0,,
105,26850_0,,
106,26857_0,,
107,26858_0,,
