,train,val,test
0,13952_1,13971_0,26788_0
1,13952_0,13959_0,18831_0
2,13958_0,26829_0,19693_0
3,13958_3,26835_0,13966_0
4,13958_1,26853_0,18841_0
5,13958_2,13965_2,18841_2
6,13960_0,13965_0,18841_1
7,13961_0,13965_1,26797_0
8,13961_1,26831_0,13976_0
9,13973_1,26846_0,26850_0
10,13973_0,19667_0,18847_0
11,13973_2,19672_0,18847_6
12,13974_1,26820_0,18847_8
13,13974_0,19677_0,18847_9
14,13975_0,13962_0,18847_4
15,13981_1,13962_1,18847_1
16,13981_0,26815_0,18847_10
17,18837_0,18848_6,18847_5
18,18839_0,18848_1,18847_7
19,18842_0,18848_5,18847_2
20,18852_0,18848_4,18847_3
21,19678_0,18848_3,19681_0
22,19680_0,18848_2,19691_0
23,19690_0,18848_0,18834_0
24,19694_0,19674_0,19700_0
25,19695_0,13963_0,26821_0
26,19697_0,18843_1,
27,19698_0,18843_0,
28,26787_0,26811_0,
29,26789_0,19689_0,
30,26795_0,18845_0,
31,26798_0,19675_0,
32,26800_0,26838_0,
33,26805_0,13979_0,
34,26806_0,18851_0,
35,26809_0,26791_0,
36,26816_0,26843_0,
37,26823_0,18829_0,
38,26832_0,18838_0,
39,26841_0,26833_0,
40,26851_0,26858_0,
41,26855_0,13972_0,
42,26859_0,13972_1,
43,13953_0,19684_0,
44,13953_1,26849_0,
45,13954_0,26842_0,
46,13957_0,26794_0,
47,13964_0,13955_0,
48,13977_1,26793_0,
49,13977_0,26826_0,
50,13977_2,,
51,13978_1,,
52,13978_0,,
53,13980_0,,
54,13980_1,,
55,13980_2,,
56,13983_0,,
57,13983_1,,
58,13983_3,,
59,13983_2,,
60,18827_2,,
61,18827_0,,
62,18827_1,,
63,18830_0,,
64,18832_0,,
65,18833_0,,
66,18835_0,,
67,18836_0,,
68,18836_1,,
69,18840_4,,
70,18840_3,,
71,18840_1,,
72,18840_5,,
73,18840_2,,
74,18840_0,,
75,18844_0,,
76,18846_0,,
77,18849_0,,
78,18849_1,,
79,18849_2,,
80,19669_0,,
81,19676_0,,
82,19685_0,,
83,19692_0,,
84,26790_0,,
85,26799_0,,
86,26801_0,,
87,26802_0,,
88,26803_0,,
89,26804_0,,
90,26807_0,,
91,26808_0,,
92,26810_0,,
93,26813_0,,
94,26814_0,,
95,26817_0,,
96,26822_0,,
97,26824_0,,
98,26825_0,,
99,26828_0,,
100,26834_0,,
101,26839_0,,
102,26844_0,,
103,26845_0,,
104,26847_0,,
105,26848_0,,
106,26857_0,,
