,train,val,test
0,13952_1,13975_0,19677_0
1,13952_0,19674_0,26806_0
2,13958_0,26788_0,18848_6
3,13958_3,26820_0,18848_1
4,13958_1,26859_0,18848_5
5,13958_2,26795_0,18848_4
6,13959_0,18852_0,18848_3
7,13961_0,13971_0,18848_2
8,13961_1,26853_0,18848_0
9,13962_0,18831_0,19690_0
10,13962_1,19694_0,26815_0
11,13963_0,19680_0,13960_0
12,13965_2,18841_0,26858_0
13,13965_0,18841_2,26793_0
14,13965_1,18841_1,18829_0
15,13966_0,26805_0,26801_0
16,13973_1,26846_0,18847_0
17,13973_0,18842_0,18847_6
18,13973_2,18837_0,18847_8
19,13974_1,13978_1,18847_9
20,13974_0,13978_0,18847_4
21,13981_1,13983_0,18847_1
22,13981_0,13983_1,18847_10
23,18839_0,13983_3,18847_5
24,19667_0,13983_2,18847_7
25,19672_0,13979_0,18847_2
26,19678_0,19669_0,18847_3
27,19693_0,18834_0,26845_0
28,19695_0,26838_0,26844_0
29,19697_0,19700_0,26790_0
30,19698_0,26848_0,
31,26787_0,26839_0,
32,26789_0,13957_0,
33,26797_0,18843_1,
34,26798_0,18843_0,
35,26800_0,13964_0,
36,26809_0,19676_0,
37,26816_0,18845_0,
38,26823_0,13972_0,
39,26829_0,13972_1,
40,26831_0,26791_0,
41,26832_0,13955_0,
42,26835_0,26842_0,
43,26841_0,18844_0,
44,26851_0,26825_0,
45,26855_0,26833_0,
46,13953_0,26822_0,
47,13953_1,,
48,13954_0,,
49,13976_0,,
50,13977_1,,
51,13977_0,,
52,13977_2,,
53,13980_0,,
54,13980_1,,
55,13980_2,,
56,18827_2,,
57,18827_0,,
58,18827_1,,
59,18830_0,,
60,18832_0,,
61,18833_0,,
62,18835_0,,
63,18836_0,,
64,18836_1,,
65,18838_0,,
66,18840_4,,
67,18840_3,,
68,18840_1,,
69,18840_5,,
70,18840_2,,
71,18840_0,,
72,18846_0,,
73,18849_0,,
74,18849_1,,
75,18849_2,,
76,18851_0,,
77,19675_0,,
78,19681_0,,
79,19684_0,,
80,19685_0,,
81,19689_0,,
82,19691_0,,
83,19692_0,,
84,26794_0,,
85,26799_0,,
86,26802_0,,
87,26803_0,,
88,26804_0,,
89,26807_0,,
90,26808_0,,
91,26810_0,,
92,26811_0,,
93,26813_0,,
94,26814_0,,
95,26817_0,,
96,26821_0,,
97,26824_0,,
98,26826_0,,
99,26828_0,,
100,26834_0,,
101,26843_0,,
102,26847_0,,
103,26849_0,,
104,26850_0,,
105,26857_0,,
