,train,val,test
0,13952_1,26853_0,26805_0
1,13952_0,26859_0,18841_0
2,13958_0,26841_0,18841_2
3,13958_3,19695_0,18841_1
4,13958_1,19678_0,26797_0
5,13958_2,19693_0,18831_0
6,13959_0,13975_0,26846_0
7,13961_0,26806_0,13965_2
8,13961_1,13960_0,13965_0
9,13962_0,26800_0,13965_1
10,13962_1,13963_0,26843_0
11,13966_0,18839_0,18834_0
12,13973_1,19694_0,19685_0
13,13973_0,26816_0,26821_0
14,13973_2,19690_0,26791_0
15,13974_1,13971_0,26808_0
16,13974_0,18837_0,26857_0
17,13981_1,26833_0,13953_0
18,13981_0,26847_0,13953_1
19,18842_0,19691_0,
20,18848_6,26801_0,
21,18848_1,13972_0,
22,18848_5,13972_1,
23,18848_4,18851_0,
24,18848_3,26834_0,
25,18848_2,26850_0,
26,18848_0,26814_0,
27,18852_0,26839_0,
28,19667_0,13976_0,
29,19672_0,26838_0,
30,19674_0,26811_0,
31,19677_0,26826_0,
32,19680_0,13983_0,
33,19697_0,13983_1,
34,19698_0,13983_3,
35,26787_0,13983_2,
36,26788_0,18829_0,
37,26789_0,26844_0,
38,26795_0,13954_0,
39,26798_0,26849_0,
40,26809_0,26828_0,
41,26815_0,13955_0,
42,26820_0,26845_0,
43,26823_0,,
44,26829_0,,
45,26831_0,,
46,26832_0,,
47,26835_0,,
48,26851_0,,
49,26855_0,,
50,13957_0,,
51,13964_0,,
52,13977_1,,
53,13977_0,,
54,13977_2,,
55,13978_1,,
56,13978_0,,
57,13979_0,,
58,13980_0,,
59,13980_1,,
60,13980_2,,
61,18827_2,,
62,18827_0,,
63,18827_1,,
64,18830_0,,
65,18832_0,,
66,18833_0,,
67,18835_0,,
68,18836_0,,
69,18836_1,,
70,18838_0,,
71,18840_4,,
72,18840_3,,
73,18840_1,,
74,18840_5,,
75,18840_2,,
76,18840_0,,
77,18843_1,,
78,18843_0,,
79,18844_0,,
80,18845_0,,
81,18846_0,,
82,18847_0,,
83,18847_6,,
84,18847_8,,
85,18847_9,,
86,18847_4,,
87,18847_1,,
88,18847_10,,
89,18847_5,,
90,18847_7,,
91,18847_2,,
92,18847_3,,
93,18849_0,,
94,18849_1,,
95,18849_2,,
96,19669_0,,
97,19675_0,,
98,19676_0,,
99,19681_0,,
100,19684_0,,
101,19689_0,,
102,19692_0,,
103,19700_0,,
104,26790_0,,
105,26793_0,,
106,26794_0,,
107,26799_0,,
108,26802_0,,
109,26803_0,,
110,26804_0,,
111,26807_0,,
112,26810_0,,
113,26813_0,,
114,26817_0,,
115,26822_0,,
116,26824_0,,
117,26825_0,,
118,26842_0,,
119,26848_0,,
120,26858_0,,
