,train,val,test
0,13952_1,26859_0,18839_0
1,13952_0,13981_1,19695_0
2,13958_0,13981_0,19680_0
3,13958_3,19677_0,26805_0
4,13958_1,13974_1,26853_0
5,13958_2,13974_0,26798_0
6,13959_0,19690_0,18838_0
7,13961_0,26835_0,18844_0
8,13961_1,26816_0,13954_0
9,13963_0,26829_0,26799_0
10,13971_0,13965_2,18835_0
11,13973_1,13965_0,19684_0
12,13973_0,13965_1,13978_1
13,13973_2,13960_0,13978_0
14,18837_0,26806_0,13964_0
15,18841_0,13966_0,
16,18841_2,18831_0,
17,18841_1,13975_0,
18,18842_0,19667_0,
19,18848_6,13962_0,
20,18848_1,13962_1,
21,18848_5,26809_0,
22,18848_4,18827_2,
23,18848_3,18827_0,
24,18848_2,18827_1,
25,18848_0,26850_0,
26,18852_0,18845_0,
27,19672_0,26811_0,
28,19674_0,26808_0,
29,19678_0,26813_0,
30,19693_0,19692_0,
31,19694_0,26838_0,
32,19697_0,26793_0,
33,19698_0,13976_0,
34,26787_0,13977_1,
35,26788_0,13977_0,
36,26789_0,13977_2,
37,26795_0,26801_0,
38,26797_0,19691_0,
39,26800_0,26847_0,
40,26815_0,26825_0,
41,26820_0,26845_0,
42,26823_0,26802_0,
43,26831_0,26839_0,
44,26832_0,18829_0,
45,26841_0,18830_0,
46,26846_0,26803_0,
47,26851_0,18847_0,
48,26855_0,18847_6,
49,13953_0,18847_8,
50,13953_1,18847_9,
51,13955_0,18847_4,
52,13957_0,18847_1,
53,13972_0,18847_10,
54,13972_1,18847_5,
55,13979_0,18847_7,
56,13980_0,18847_2,
57,13980_1,18847_3,
58,13980_2,,
59,13983_0,,
60,13983_1,,
61,13983_3,,
62,13983_2,,
63,18832_0,,
64,18833_0,,
65,18834_0,,
66,18836_0,,
67,18836_1,,
68,18840_4,,
69,18840_3,,
70,18840_1,,
71,18840_5,,
72,18840_2,,
73,18840_0,,
74,18843_1,,
75,18843_0,,
76,18846_0,,
77,18849_0,,
78,18849_1,,
79,18849_2,,
80,18851_0,,
81,19669_0,,
82,19675_0,,
83,19676_0,,
84,19681_0,,
85,19685_0,,
86,19689_0,,
87,19700_0,,
88,26790_0,,
89,26791_0,,
90,26794_0,,
91,26804_0,,
92,26807_0,,
93,26810_0,,
94,26814_0,,
95,26817_0,,
96,26821_0,,
97,26822_0,,
98,26824_0,,
99,26826_0,,
100,26828_0,,
101,26833_0,,
102,26834_0,,
103,26842_0,,
104,26843_0,,
105,26844_0,,
106,26848_0,,
107,26849_0,,
108,26857_0,,
109,26858_0,,
