,train,val,test
0,1375314A01#3_1,1556514A01#20_9,1459142A01#16_5
1,1375314A02#3_2,1556514A02#20_10,1459142A02#16_6
2,1375314A03#3_3,1556514A03#20_11,1459142A03#16_7
3,1375314A04#3_4,1556514A04#20_12,1459142A04#16_8
4,1375314A05#3_5,1556514A05#20_13,1459142A05#16_9
5,1375314A06#3_6,1556514A06#20_14,1459142A06#16_10
6,1375314A07#3_7,1556514A07#20_15,1459142A07#16_11
7,1375314A08#3_8,1556514A08#20_16,1459142A08#16_12
8,1386008A01#3_9,1565608A01#21_3,1459142A09#16_13
9,1386008A02#3_10,1565608A02#21_4,1459142A10#16_14
10,1386008A03#3_11,1565608A03#21_5,1459142A11#16_15
11,1386008A04#3_12,1565608A04#21_6,1459142A12#16_16
12,1386008A05#3_13,1565608A05#21_7,1544136A01#19_10
13,1386008A06#3_14,1565608A06#21_8,1544136A02#19_11
14,1386008A07#3_15,1565608A07#21_9,1544136A03#19_12
15,1386008A08#3_16,1565608A08#21_10,1544136A04#19_13
16,1386008A09#3_17,X133886A01#3_15,1544136A05#19_14
17,1386008A10#3_18,X133886A02#3_16,1544136A06#19_15
18,1390316A01#3_19,X133886A03#3_17,1544136A07#19_16
19,1390316A02#3_20,X133886A04#3_18,1544136A08#19_17
20,1390316A03#2_1,X133886A05#3_19,1549818A01#20_3
21,1394025A01#2_2,X133886A06#3_20,1549818A02#20_4
22,1394025A02#2_3,X227639A01#10_15,1549818A03#20_5
23,1394025A03#2_4,X227639A02#10_16,1549818A04#20_6
24,1394025A04#2_5,X227639A03#10_17,1549818A05#20_7
25,1394025A05#2_6,X227639A04#10_18,1549818A06#20_8
26,1394025A06#2_7,X227639A05#10_19,X155551A01#4_9
27,1394025A07#2_8,X227639A06#10_20,X155551A02#4_10
28,1394025A08#2_9,X227639A07#11_1,X155551A03#4_11
29,1394025A09#2_10,X227639A08#11_2,X155551A04#4_12
30,1394025A10#2_11,,X155551A05#4_13
31,1394250C01#2_12,,X155551A06#4_14
32,1394250C02#2_13,,
33,1394250C03#2_14,,
34,1394250C04#2_15,,
35,1394250C05#2_16,,
36,1394250C06#2_17,,
37,1394250C07#2_18,,
38,1394250C08#2_19,,
39,1394931A01#2_20,,
40,1394931A02#1_1,,
41,1394931A03#1_2,,
42,1394931A04#1_3,,
43,1396455B01#1_4,,
44,1396455B02#1_5,,
45,1396455B02#1_6,,
46,1396455B03#1_7,,
47,1396455B04#1_8,,
48,1396455B05#1_9,,
49,1396455B06#1_10,,
50,1412190C01,,
51,1412190C02,,
52,1412190C03,,
53,1412190C04,,
54,1412190C05,,
55,1412190C06,,
56,1412190C07,,
57,1412190C08,,
58,1420083A01#18_2,,
59,1420083A02#18_3,,
60,1420083A03#18_4,,
61,1420083A04#18_5,,
62,1420083A05#18_6,,
63,1420083A06#18_7,,
64,1420083A07#18_8,,
65,1420083A08#18_9,,
66,1420083A09#18_10,,
67,1420083A10#18_11,,
68,1430290A01#18_15,,
69,1430290A02#18_16,,
70,1430290A03#18_17,,
71,1433261A01#18_18,,
72,1433261A02,,
73,1433261A03#18_20,,
74,1433261A04#17_1,,
75,1433261A05#17_2,,
76,1438435B01#17_3,,
77,1438435B02#17_4,,
78,1445057B01#17_5,,
79,1445057B02#17_6,,
80,1445057B03#17_7,,
81,1445057B04#17_8,,
82,1457991C01#17_18,,
83,1457991C02#17_19,,
84,1457991C03#17_20,,
85,1457991C04#16_1,,
86,1457991C05#16_2,,
87,1457991D01#16_3,,
88,1457991D02#16_4,,
89,1460108A01#16_17,,
90,1460108A02#16_18,,
91,1460108A03#16_19,,
92,1460108A04#16_20,,
93,1460108A05#4_1,,
94,1460108A06#4_2,,
95,1460108A07,,
96,1460108A08,,
97,1463717B01#4_5,,
98,1463717B02#4_6,,
99,1463717B03#4_7,,
100,1463717B04#4_8,,
101,1463717B05#4_9,,
102,1463717B06#4_10,,
103,1463717B07#4_11,,
104,1463717B08#4_12,,
105,1463717B09#4_13,,
106,1463717B10#4_14,,
107,1482921A01#4_15,,
108,1482921A02#4_16,,
109,1482921A03#4_17,,
110,1482921A04#4_18,,
111,1482921A05#4_19,,
112,1482921A06#4_20,,
113,1482921A07#5_1,,
114,1491815A01#5_8,,
115,1491815A02#5_9,,
116,1491815A03#5_10,,
117,1491815A04#5_11,,
118,1491815A05#5_12,,
119,1491815A06#5_13,,
120,1491815A07#5_14,,
121,1491815A08#5_15,,
122,1493667A02#5_16,,
123,1493667A03#5_17,,
124,1493667A04#5_18,,
125,1493667A05#5_19,,
126,1493667A06#5_20,,
127,1493667A07#6_1,,
128,1493667A08#6_2,,
129,1494509A01#6_3,,
130,1494509A02#6_4,,
131,1494509A03#6_5,,
132,1494509A04#6_6,,
133,1494509A05#6_7,,
134,1494509A06#6_8,,
135,1494509A07#6_9,,
136,1502032A01,,
137,1502032A02#6_11,,
138,1502032A03#6_12,,
139,1502032A04#6_13,,
140,1502032A05#6_14,,
141,1502032A06,,
142,1520691A01#6_16,,
143,1520691A02#6_17,,
144,1520691A03#6_18,,
145,1520691A04#6_19,,
146,1520691A05#6_20,,
147,1520691A06#19_1,,
148,1526644A01#19_2,,
149,1526644A02#19_3,,
150,1526644A03#19_4,,
151,1526644A04#19_5,,
152,1526644A05#19_6,,
153,1526644A06#19_7,,
154,1526644A07#19_8,,
155,1526644A08#19_9,,
156,1549139A01#19_18,,
157,1549139A02#19_19,,
158,1549139A03#19_20,,
159,1549139A04#20_1,,
160,1549139A05#20_2,,
161,1561277B01#2_1,,
162,1561277B02#2_2,,
163,1561277B03#2_3,,
164,1561277B04#2_4,,
165,1561277B05#2_5,,
166,1569744A01#21_11,,
167,1569744A02#21_12,,
168,1569744A03#21_13,,
169,1569744A04#21_14,,
170,1569744A05#21_15,,
171,1569744A06#21_16,,
172,1569744A07#21_17,,
173,1569744A08#21_18,,
174,1569744A09#21_19,,
175,1569744A10#21_20,,
176,1569744A11#7_1,,
177,1569744A12#7_2,,
178,1569744A13#7_3,,
179,1569744A14#7_4,,
180,X125675A01#2_14,,
181,X125675A02#2_15,,
182,X125675A03#2_16,,
183,X125675A04#2_17,,
184,X125675A05#2_18,,
185,X125675A06#2_19,,
186,X125675A07#2_20,,
187,X125675A08#3_1,,
188,X125675A09#3_2,,
189,X125675A10#3_3,,
190,X125675A11#3_4,,
191,X125675A12#3_5,,
192,X125675A13#3_6,,
193,X125675A14#3_7,,
194,X125675A15#3_8,,
195,X127179A01#3_9,,
196,X127179A02#3_10,,
197,X127179A03#3_11,,
198,X127179A04#3_12,,
199,X127179A05#3_13,,
200,X127179A06#3_14,,
201,X150846A01#4_1,,
202,X150846A02#4_2,,
203,X150846A03#4_3,,
204,X150846A04#4_4,,
205,X150846A05#4_5,,
206,X150846A06#4_6,,
207,X150846A07#4_7,,
208,X150846A08#4_8,,
209,X161534A01#4_15,,
210,X161534A02#4_16,,
211,X161534A03#4_17,,
212,X161534A04#4_18,,
213,X161534A05#4_19,,
214,X161534A06#4_20,,
215,X161534A07#5_1,,
216,X161534A08#5_2,,
217,X169778A01#5_3,,
218,X169778A02#5_4,,
219,X169778A03#5_5,,
220,X169778A04#5_6,,
221,X169778A05#5_7,,
222,X169778A06#5_8,,
223,X169778A07#5_9,,
224,X169778A08#5_10,,
225,X172464A01#5_11,,
226,X172464A02#5_12,,
227,X172464A03#5_13,,
228,X172464A04#5_14,,
229,X172464A05#5_15,,
230,X172464A06#5_16,,
231,X172464A07#5_17,,
232,X172464A08#5_18,,
233,X179852A01#5_19,,
234,X179852A02#5_20,,
235,X179852A03#6_1,,
236,X179852A04#6_2,,
237,X179852A05#6_3,,
238,X179852A06#6_4,,
239,X197133A01#6_11,,
240,X197133A02#6_12,,
241,X197133A03#6_13,,
242,X197133A04#6_14,,
243,X197133A05#6_15,,
244,X197133A06#6_16,,
245,X197133A07#6_17,,
246,X197133A08#6_18,,
247,X207531C01#7_11,,
248,X207531C02#7_12,,
249,X207531C03#7_13,,
250,X207531C04#7_14,,
251,X207531C05#7_15,,
252,X207531C06#7_16,,
253,X207531C07#7_17,,
254,X207531C08#7_18,,
255,X207531C09#7_19,,
256,X207531C10#7_20,,
257,X207531C11#8_1,,
