,train,val,test
0,13952_1,13974_1,26835_0
1,13952_0,13974_0,19698_0
2,13961_0,13960_0,26859_0
3,13961_1,13958_0,19694_0
4,13962_0,13958_3,26823_0
5,13962_1,13958_1,19672_0
6,13963_0,13958_2,18831_0
7,13965_2,26820_0,19678_0
8,13965_0,18848_6,26841_0
9,13965_1,18848_1,26813_0
10,13966_0,18848_5,26808_0
11,13973_1,18848_4,26794_0
12,13973_0,18848_3,18836_0
13,13973_2,18848_2,18836_1
14,13975_0,18848_0,19669_0
15,13981_1,13971_0,26833_0
16,13981_0,26853_0,18840_4
17,18837_0,13959_0,18840_3
18,18839_0,26798_0,18840_1
19,18841_0,26799_0,18840_5
20,18841_2,26844_0,18840_2
21,18841_1,19684_0,18840_0
22,18842_0,18847_0,26828_0
23,18852_0,18847_6,13978_1
24,19667_0,18847_8,13978_0
25,19674_0,18847_9,19685_0
26,19677_0,18847_4,26807_0
27,19680_0,18847_1,
28,19690_0,18847_10,
29,19693_0,18847_5,
30,19695_0,18847_7,
31,19697_0,18847_2,
32,26787_0,18847_3,
33,26788_0,13953_0,
34,26789_0,13953_1,
35,26795_0,13954_0,
36,26797_0,18851_0,
37,26800_0,26790_0,
38,26805_0,26842_0,
39,26806_0,18843_1,
40,26809_0,18843_0,
41,26815_0,26849_0,
42,26816_0,,
43,26829_0,,
44,26831_0,,
45,26832_0,,
46,26846_0,,
47,26851_0,,
48,26855_0,,
49,13955_0,,
50,13957_0,,
51,13964_0,,
52,13972_0,,
53,13972_1,,
54,13976_0,,
55,13977_1,,
56,13977_0,,
57,13977_2,,
58,13979_0,,
59,13980_0,,
60,13980_1,,
61,13980_2,,
62,13983_0,,
63,13983_1,,
64,13983_3,,
65,13983_2,,
66,18827_2,,
67,18827_0,,
68,18827_1,,
69,18829_0,,
70,18830_0,,
71,18832_0,,
72,18833_0,,
73,18834_0,,
74,18835_0,,
75,18838_0,,
76,18844_0,,
77,18845_0,,
78,18846_0,,
79,18849_0,,
80,18849_1,,
81,18849_2,,
82,19675_0,,
83,19676_0,,
84,19681_0,,
85,19689_0,,
86,19691_0,,
87,19692_0,,
88,19700_0,,
89,26791_0,,
90,26793_0,,
91,26801_0,,
92,26802_0,,
93,26803_0,,
94,26804_0,,
95,26810_0,,
96,26811_0,,
97,26814_0,,
98,26817_0,,
99,26821_0,,
100,26822_0,,
101,26824_0,,
102,26825_0,,
103,26826_0,,
104,26834_0,,
105,26838_0,,
106,26839_0,,
107,26843_0,,
108,26845_0,,
109,26847_0,,
110,26848_0,,
111,26850_0,,
112,26857_0,,
113,26858_0,,
