,train,val,test
0,13952_1,26816_0,26829_0
1,13952_0,26798_0,13963_0
2,13958_0,13981_1,13962_0
3,13958_3,13981_0,13962_1
4,13958_1,13975_0,26835_0
5,13958_2,26800_0,19694_0
6,13959_0,26795_0,13973_1
7,13960_0,13965_2,13973_0
8,13961_0,13965_0,13973_2
9,13961_1,13965_1,19678_0
10,13966_0,19680_0,18842_0
11,13971_0,26806_0,18837_0
12,13974_1,26810_0,26839_0
13,13974_0,26847_0,19675_0
14,18831_0,13955_0,18835_0
15,18839_0,26825_0,13983_0
16,18841_0,26848_0,13983_1
17,18841_2,18844_0,13983_3
18,18841_1,26842_0,13983_2
19,18848_6,26807_0,26858_0
20,18848_1,18843_1,13964_0
21,18848_5,18843_0,19691_0
22,18848_4,19676_0,18840_4
23,18848_3,26844_0,18840_3
24,18848_2,,18840_1
25,18848_0,,18840_5
26,18852_0,,18840_2
27,19667_0,,18840_0
28,19672_0,,19684_0
29,19674_0,,13972_0
30,19677_0,,13972_1
31,19690_0,,26802_0
32,19693_0,,
33,19695_0,,
34,19697_0,,
35,19698_0,,
36,26787_0,,
37,26788_0,,
38,26789_0,,
39,26797_0,,
40,26805_0,,
41,26809_0,,
42,26815_0,,
43,26820_0,,
44,26823_0,,
45,26831_0,,
46,26832_0,,
47,26841_0,,
48,26846_0,,
49,26851_0,,
50,26853_0,,
51,26855_0,,
52,26859_0,,
53,13953_0,,
54,13953_1,,
55,13954_0,,
56,13957_0,,
57,13976_0,,
58,13977_1,,
59,13977_0,,
60,13977_2,,
61,13978_1,,
62,13978_0,,
63,13979_0,,
64,13980_0,,
65,13980_1,,
66,13980_2,,
67,18827_2,,
68,18827_0,,
69,18827_1,,
70,18829_0,,
71,18830_0,,
72,18832_0,,
73,18833_0,,
74,18834_0,,
75,18836_0,,
76,18836_1,,
77,18838_0,,
78,18845_0,,
79,18846_0,,
80,18847_0,,
81,18847_6,,
82,18847_8,,
83,18847_9,,
84,18847_4,,
85,18847_1,,
86,18847_10,,
87,18847_5,,
88,18847_7,,
89,18847_2,,
90,18847_3,,
91,18849_0,,
92,18849_1,,
93,18849_2,,
94,18851_0,,
95,19669_0,,
96,19681_0,,
97,19685_0,,
98,19689_0,,
99,19692_0,,
100,19700_0,,
101,26790_0,,
102,26791_0,,
103,26793_0,,
104,26794_0,,
105,26799_0,,
106,26801_0,,
107,26803_0,,
108,26804_0,,
109,26808_0,,
110,26811_0,,
111,26813_0,,
112,26814_0,,
113,26817_0,,
114,26821_0,,
115,26822_0,,
116,26824_0,,
117,26826_0,,
118,26828_0,,
119,26833_0,,
120,26834_0,,
121,26838_0,,
122,26843_0,,
123,26845_0,,
124,26849_0,,
125,26850_0,,
126,26857_0,,
