,train,val,test
0,13952_1,26855_0,13966_0
1,13952_0,13962_0,19697_0
2,13958_0,13962_1,26788_0
3,13958_3,13961_0,26800_0
4,13958_1,13961_1,26851_0
5,13958_2,18841_0,13965_2
6,13959_0,18841_2,13965_0
7,13960_0,18841_1,13965_1
8,13971_0,26823_0,26846_0
9,13973_1,26798_0,19693_0
10,13973_0,18852_0,26820_0
11,13973_2,13963_0,26844_0
12,13974_1,13981_1,13976_0
13,13974_0,13981_0,13979_0
14,13975_0,19676_0,26850_0
15,18831_0,26849_0,13954_0
16,18837_0,26822_0,13978_1
17,18839_0,26814_0,13978_0
18,18842_0,18846_0,26807_0
19,18848_6,26843_0,18844_0
20,18848_1,19685_0,13957_0
21,18848_5,18843_1,26790_0
22,18848_4,18843_0,13983_0
23,18848_3,26834_0,13983_1
24,18848_2,19692_0,13983_3
25,18848_0,26828_0,13983_2
26,19667_0,,
27,19672_0,,
28,19674_0,,
29,19677_0,,
30,19678_0,,
31,19680_0,,
32,19690_0,,
33,19694_0,,
34,19695_0,,
35,19698_0,,
36,26787_0,,
37,26789_0,,
38,26795_0,,
39,26797_0,,
40,26805_0,,
41,26806_0,,
42,26809_0,,
43,26815_0,,
44,26816_0,,
45,26829_0,,
46,26831_0,,
47,26832_0,,
48,26835_0,,
49,26841_0,,
50,26853_0,,
51,26859_0,,
52,13953_0,,
53,13953_1,,
54,13955_0,,
55,13964_0,,
56,13972_0,,
57,13972_1,,
58,13977_1,,
59,13977_0,,
60,13977_2,,
61,13980_0,,
62,13980_1,,
63,13980_2,,
64,18827_2,,
65,18827_0,,
66,18827_1,,
67,18829_0,,
68,18830_0,,
69,18832_0,,
70,18833_0,,
71,18834_0,,
72,18835_0,,
73,18836_0,,
74,18836_1,,
75,18838_0,,
76,18840_4,,
77,18840_3,,
78,18840_1,,
79,18840_5,,
80,18840_2,,
81,18840_0,,
82,18845_0,,
83,18847_0,,
84,18847_6,,
85,18847_8,,
86,18847_9,,
87,18847_4,,
88,18847_1,,
89,18847_10,,
90,18847_5,,
91,18847_7,,
92,18847_2,,
93,18847_3,,
94,18849_0,,
95,18849_1,,
96,18849_2,,
97,18851_0,,
98,19669_0,,
99,19675_0,,
100,19681_0,,
101,19684_0,,
102,19689_0,,
103,19691_0,,
104,19700_0,,
105,26791_0,,
106,26793_0,,
107,26794_0,,
108,26799_0,,
109,26801_0,,
110,26802_0,,
111,26803_0,,
112,26804_0,,
113,26808_0,,
114,26810_0,,
115,26811_0,,
116,26813_0,,
117,26817_0,,
118,26821_0,,
119,26824_0,,
120,26825_0,,
121,26826_0,,
122,26833_0,,
123,26838_0,,
124,26839_0,,
125,26842_0,,
126,26845_0,,
127,26847_0,,
128,26848_0,,
129,26857_0,,
130,26858_0,,
