,train,val,test
0,13952_1,13962_0,26853_0
1,13952_0,13962_1,18837_0
2,13960_0,19693_0,13965_2
3,13963_0,13961_0,13965_0
4,13973_1,13961_1,13965_1
5,13973_0,19697_0,26820_0
6,13973_2,19678_0,13958_0
7,13974_1,26809_0,13958_3
8,13974_0,26797_0,13958_1
9,13981_1,26829_0,13958_2
10,13981_0,13971_0,13975_0
11,18831_0,13983_0,26851_0
12,18839_0,13983_1,13966_0
13,18841_0,13983_3,13959_0
14,18841_2,13983_2,18832_0
15,18841_1,13977_1,18829_0
16,18842_0,13977_0,26811_0
17,18848_6,13977_2,13976_0
18,18848_1,26844_0,26828_0
19,18848_5,18851_0,26799_0
20,18848_4,26807_0,18838_0
21,18848_3,18847_0,26850_0
22,18848_2,18847_6,18835_0
23,18848_0,18847_8,19689_0
24,18852_0,18847_9,26833_0
25,19667_0,18847_4,
26,19672_0,18847_1,
27,19674_0,18847_10,
28,19677_0,18847_5,
29,19680_0,18847_7,
30,19690_0,18847_2,
31,19694_0,18847_3,
32,19695_0,18830_0,
33,19698_0,18840_4,
34,26787_0,18840_3,
35,26788_0,18840_1,
36,26789_0,18840_5,
37,26795_0,18840_2,
38,26798_0,18840_0,
39,26800_0,13957_0,
40,26805_0,26824_0,
41,26806_0,19676_0,
42,26815_0,,
43,26816_0,,
44,26823_0,,
45,26831_0,,
46,26832_0,,
47,26835_0,,
48,26841_0,,
49,26846_0,,
50,26855_0,,
51,26859_0,,
52,13953_0,,
53,13953_1,,
54,13954_0,,
55,13955_0,,
56,13964_0,,
57,13972_0,,
58,13972_1,,
59,13978_1,,
60,13978_0,,
61,13979_0,,
62,13980_0,,
63,13980_1,,
64,13980_2,,
65,18827_2,,
66,18827_0,,
67,18827_1,,
68,18833_0,,
69,18834_0,,
70,18836_0,,
71,18836_1,,
72,18843_1,,
73,18843_0,,
74,18844_0,,
75,18845_0,,
76,18846_0,,
77,18849_0,,
78,18849_1,,
79,18849_2,,
80,19669_0,,
81,19675_0,,
82,19681_0,,
83,19684_0,,
84,19685_0,,
85,19691_0,,
86,19692_0,,
87,19700_0,,
88,26790_0,,
89,26791_0,,
90,26793_0,,
91,26794_0,,
92,26801_0,,
93,26802_0,,
94,26803_0,,
95,26804_0,,
96,26808_0,,
97,26810_0,,
98,26813_0,,
99,26814_0,,
100,26817_0,,
101,26821_0,,
102,26822_0,,
103,26825_0,,
104,26826_0,,
105,26834_0,,
106,26838_0,,
107,26839_0,,
108,26842_0,,
109,26843_0,,
110,26845_0,,
111,26847_0,,
112,26848_0,,
113,26849_0,,
114,26857_0,,
115,26858_0,,
