,train,val,test
0,13952_1,18831_0,26815_0
1,13952_0,26829_0,19698_0
2,13958_0,26853_0,26788_0
3,13958_3,26797_0,26800_0
4,13958_1,13975_0,26855_0
5,13958_2,26835_0,18852_0
6,13959_0,26787_0,26831_0
7,13960_0,26806_0,26846_0
8,13961_0,18839_0,18848_6
9,13961_1,13976_0,18848_1
10,13962_0,18847_0,18848_5
11,13962_1,18847_6,18848_4
12,13963_0,18847_8,18848_3
13,13965_2,18847_9,18848_2
14,13965_0,18847_4,18848_0
15,13965_1,18847_1,19700_0
16,13966_0,18847_10,19675_0
17,13971_0,18847_5,18844_0
18,13973_1,18847_7,19691_0
19,13973_0,18847_2,19676_0
20,13973_2,18847_3,18838_0
21,13974_1,26825_0,26808_0
22,13974_0,26857_0,26839_0
23,13981_1,13957_0,26850_0
24,13981_0,26849_0,26804_0
25,18837_0,18851_0,26799_0
26,18841_0,26814_0,
27,18841_2,13955_0,
28,18841_1,18833_0,
29,18842_0,26834_0,
30,19667_0,,
31,19672_0,,
32,19674_0,,
33,19677_0,,
34,19678_0,,
35,19680_0,,
36,19690_0,,
37,19693_0,,
38,19694_0,,
39,19695_0,,
40,19697_0,,
41,26789_0,,
42,26795_0,,
43,26798_0,,
44,26805_0,,
45,26809_0,,
46,26816_0,,
47,26820_0,,
48,26823_0,,
49,26832_0,,
50,26841_0,,
51,26851_0,,
52,26859_0,,
53,13953_0,,
54,13953_1,,
55,13954_0,,
56,13964_0,,
57,13972_0,,
58,13972_1,,
59,13977_1,,
60,13977_0,,
61,13977_2,,
62,13978_1,,
63,13978_0,,
64,13979_0,,
65,13980_0,,
66,13980_1,,
67,13980_2,,
68,13983_0,,
69,13983_1,,
70,13983_3,,
71,13983_2,,
72,18827_2,,
73,18827_0,,
74,18827_1,,
75,18829_0,,
76,18830_0,,
77,18832_0,,
78,18834_0,,
79,18835_0,,
80,18836_0,,
81,18836_1,,
82,18840_4,,
83,18840_3,,
84,18840_1,,
85,18840_5,,
86,18840_2,,
87,18840_0,,
88,18843_1,,
89,18843_0,,
90,18845_0,,
91,18846_0,,
92,18849_0,,
93,18849_1,,
94,18849_2,,
95,19669_0,,
96,19681_0,,
97,19684_0,,
98,19685_0,,
99,19689_0,,
100,19692_0,,
101,26790_0,,
102,26791_0,,
103,26793_0,,
104,26794_0,,
105,26801_0,,
106,26802_0,,
107,26803_0,,
108,26807_0,,
109,26810_0,,
110,26811_0,,
111,26813_0,,
112,26817_0,,
113,26821_0,,
114,26822_0,,
115,26824_0,,
116,26826_0,,
117,26828_0,,
118,26833_0,,
119,26838_0,,
120,26842_0,,
121,26843_0,,
122,26844_0,,
123,26845_0,,
124,26847_0,,
125,26848_0,,
126,26858_0,,
