,train,val,test
0,13952_1,26829_0,19698_0
1,13952_0,13959_0,19674_0
2,13960_0,26788_0,26800_0
3,13961_0,26820_0,19697_0
4,13961_1,26798_0,18837_0
5,13962_0,26787_0,18842_0
6,13962_1,26805_0,26815_0
7,13963_0,18848_6,13975_0
8,13965_2,18848_1,13958_0
9,13965_0,18848_5,13958_3
10,13965_1,18848_4,13958_1
11,13966_0,18848_3,13958_2
12,13971_0,18848_2,18838_0
13,13973_1,18848_0,19700_0
14,13973_0,19667_0,26790_0
15,13973_2,26801_0,26858_0
16,13974_1,26804_0,26849_0
17,13974_0,26834_0,19692_0
18,13981_1,26842_0,26838_0
19,13981_0,26850_0,26825_0
20,18831_0,13983_0,19669_0
21,18839_0,13983_1,13972_0
22,18841_0,13983_3,13972_1
23,18841_2,13983_2,26844_0
24,18841_1,13957_0,
25,18852_0,19689_0,
26,19672_0,18849_0,
27,19677_0,18849_1,
28,19678_0,18849_2,
29,19680_0,18830_0,
30,19690_0,26821_0,
31,19693_0,,
32,19694_0,,
33,19695_0,,
34,26789_0,,
35,26795_0,,
36,26797_0,,
37,26806_0,,
38,26809_0,,
39,26816_0,,
40,26823_0,,
41,26831_0,,
42,26832_0,,
43,26835_0,,
44,26841_0,,
45,26846_0,,
46,26851_0,,
47,26853_0,,
48,26855_0,,
49,26859_0,,
50,13953_0,,
51,13953_1,,
52,13954_0,,
53,13955_0,,
54,13964_0,,
55,13976_0,,
56,13977_1,,
57,13977_0,,
58,13977_2,,
59,13978_1,,
60,13978_0,,
61,13979_0,,
62,13980_0,,
63,13980_1,,
64,13980_2,,
65,18827_2,,
66,18827_0,,
67,18827_1,,
68,18829_0,,
69,18832_0,,
70,18833_0,,
71,18834_0,,
72,18835_0,,
73,18836_0,,
74,18836_1,,
75,18840_4,,
76,18840_3,,
77,18840_1,,
78,18840_5,,
79,18840_2,,
80,18840_0,,
81,18843_1,,
82,18843_0,,
83,18844_0,,
84,18845_0,,
85,18846_0,,
86,18847_0,,
87,18847_6,,
88,18847_8,,
89,18847_9,,
90,18847_4,,
91,18847_1,,
92,18847_10,,
93,18847_5,,
94,18847_7,,
95,18847_2,,
96,18847_3,,
97,18851_0,,
98,19675_0,,
99,19676_0,,
100,19681_0,,
101,19684_0,,
102,19685_0,,
103,19691_0,,
104,26791_0,,
105,26793_0,,
106,26794_0,,
107,26799_0,,
108,26802_0,,
109,26803_0,,
110,26807_0,,
111,26808_0,,
112,26810_0,,
113,26811_0,,
114,26813_0,,
115,26814_0,,
116,26817_0,,
117,26822_0,,
118,26824_0,,
119,26826_0,,
120,26828_0,,
121,26833_0,,
122,26839_0,,
123,26843_0,,
124,26845_0,,
125,26847_0,,
126,26848_0,,
127,26857_0,,
