,train,val,test
0,13959_0,26829_0,26816_0
1,13960_0,26809_0,13952_1
2,13961_0,26789_0,13952_0
3,13961_1,26815_0,13974_1
4,13962_0,13966_0,13974_0
5,13962_1,13958_0,18848_6
6,13963_0,13958_3,18848_1
7,13965_2,13958_1,18848_5
8,13965_0,13958_2,18848_4
9,13965_1,19678_0,18848_3
10,13971_0,19694_0,18848_2
11,13973_1,19680_0,18848_0
12,13973_0,26844_0,26846_0
13,13973_2,19685_0,26800_0
14,13975_0,26791_0,26859_0
15,13981_1,19684_0,19667_0
16,13981_0,26799_0,26823_0
17,18831_0,26811_0,18830_0
18,18837_0,18832_0,13957_0
19,18839_0,26843_0,18847_0
20,18841_0,26842_0,18847_6
21,18841_2,19700_0,18847_8
22,18841_1,13980_0,18847_9
23,18842_0,13980_1,18847_4
24,18852_0,13980_2,18847_1
25,19672_0,,18847_10
26,19674_0,,18847_5
27,19677_0,,18847_7
28,19690_0,,18847_2
29,19693_0,,18847_3
30,19695_0,,18840_4
31,19697_0,,18840_3
32,19698_0,,18840_1
33,26787_0,,18840_5
34,26788_0,,18840_2
35,26795_0,,18840_0
36,26797_0,,26821_0
37,26798_0,,18851_0
38,26805_0,,26810_0
39,26806_0,,26822_0
40,26820_0,,26838_0
41,26831_0,,18849_0
42,26832_0,,18849_1
43,26835_0,,18849_2
44,26841_0,,26834_0
45,26851_0,,
46,26853_0,,
47,26855_0,,
48,13953_0,,
49,13953_1,,
50,13954_0,,
51,13955_0,,
52,13964_0,,
53,13972_0,,
54,13972_1,,
55,13976_0,,
56,13977_1,,
57,13977_0,,
58,13977_2,,
59,13978_1,,
60,13978_0,,
61,13979_0,,
62,13983_0,,
63,13983_1,,
64,13983_3,,
65,13983_2,,
66,18827_2,,
67,18827_0,,
68,18827_1,,
69,18829_0,,
70,18833_0,,
71,18834_0,,
72,18835_0,,
73,18836_0,,
74,18836_1,,
75,18838_0,,
76,18843_1,,
77,18843_0,,
78,18844_0,,
79,18845_0,,
80,18846_0,,
81,19669_0,,
82,19675_0,,
83,19676_0,,
84,19681_0,,
85,19689_0,,
86,19691_0,,
87,19692_0,,
88,26790_0,,
89,26793_0,,
90,26794_0,,
91,26801_0,,
92,26802_0,,
93,26803_0,,
94,26804_0,,
95,26807_0,,
96,26808_0,,
97,26813_0,,
98,26814_0,,
99,26817_0,,
100,26824_0,,
101,26825_0,,
102,26826_0,,
103,26828_0,,
104,26833_0,,
105,26839_0,,
106,26845_0,,
107,26847_0,,
108,26848_0,,
109,26849_0,,
110,26850_0,,
111,26857_0,,
112,26858_0,,
