,train,val,test
0,26807_0,13980_0,19669_0
1,26791_0,13980_1,18849_0
2,26848_0,26803_0,18847_0
3,26787_0,19694_0,13958_0
4,18843_1,13971_0,18847_6
5,26843_0,19691_0,18847_8
6,18836_0,19674_0,18849_1
7,26801_0,26838_0,18847_9
8,19667_0,26824_0,13958_3
9,26850_0,19681_0,13958_1
10,26844_0,19693_0,18847_4
11,26795_0,26826_0,18849_2
12,26817_0,13974_1,18847_1
13,18837_0,13966_0,13959_0
14,18827_2,26805_0,13977_1
15,13973_1,18846_0,26851_0
16,18836_1,26845_0,26855_0
17,26833_0,26788_0,18847_10
18,18848_6,13974_0,18847_5
19,26835_0,13980_2,13962_0
20,13961_0,13972_0,13977_0
21,13978_1,19678_0,18845_0
22,13964_0,26810_0,18831_0
23,13978_0,13972_1,26814_0
24,19697_0,,26842_0
25,26834_0,,19684_0
26,18852_0,,26790_0
27,13952_1,,19698_0
28,26809_0,,26829_0
29,18841_0,,13962_1
30,18843_0,,18847_7
31,13979_0,,13958_2
32,13957_0,,18847_2
33,26846_0,,13977_2
34,18827_0,,18834_0
35,13983_0,,26859_0
36,18848_1,,18847_3
37,26858_0,,26793_0
38,26802_0,,
39,18848_5,,
40,26789_0,,
41,26839_0,,
42,18840_4,,
43,18840_3,,
44,26806_0,,
45,26816_0,,
46,13973_0,,
47,26832_0,,
48,18841_2,,
49,18832_0,,
50,13983_1,,
51,26828_0,,
52,26822_0,,
53,19685_0,,
54,13965_2,,
55,13981_1,,
56,26821_0,,
57,19672_0,,
58,13961_1,,
59,13963_0,,
60,26847_0,,
61,13955_0,,
62,18848_4,,
63,19675_0,,
64,13954_0,,
65,19689_0,,
66,13953_0,,
67,26825_0,,
68,26815_0,,
69,18844_0,,
70,13976_0,,
71,18848_3,,
72,26853_0,,
73,18840_1,,
74,18835_0,,
75,26811_0,,
76,13975_0,,
77,19677_0,,
78,19690_0,,
79,26831_0,,
80,18848_2,,
81,26841_0,,
82,19700_0,,
83,18840_5,,
84,26794_0,,
85,13965_0,,
86,18829_0,,
87,13953_1,,
88,18840_2,,
89,26849_0,,
90,13983_3,,
91,26823_0,,
92,18833_0,,
93,18841_1,,
94,26813_0,,
95,13952_0,,
96,19695_0,,
97,26798_0,,
98,13965_1,,
99,18827_1,,
100,13981_0,,
101,26808_0,,
102,26820_0,,
103,13983_2,,
104,18842_0,,
105,18830_0,,
106,18848_0,,
107,13973_2,,
108,26857_0,,
109,19680_0,,
110,26799_0,,
111,26804_0,,
112,19676_0,,
113,18840_0,,
114,26800_0,,
115,13960_0,,
116,18838_0,,
117,19692_0,,
118,18839_0,,
119,18851_0,,
120,26797_0,,
