,train,val,test
0,26807_0,26791_0,18849_0
1,19669_0,13980_0,19667_0
2,26848_0,26843_0,18847_0
3,26787_0,13980_1,18848_6
4,18843_1,26844_0,18847_6
5,18836_0,13958_0,18847_8
6,26801_0,19694_0,18849_1
7,26803_0,26809_0,26834_0
8,26850_0,13958_3,13952_1
9,26795_0,13958_1,18847_9
10,26817_0,26789_0,13957_0
11,18837_0,18832_0,26846_0
12,18827_2,19685_0,18847_4
13,13973_1,13966_0,18848_1
14,18836_1,26815_0,26838_0
15,26833_0,26811_0,18848_5
16,26835_0,26842_0,18849_2
17,13961_0,19684_0,18847_1
18,13978_1,19700_0,18840_4
19,13964_0,26829_0,18840_3
20,13971_0,13958_2,26816_0
21,13978_0,19680_0,26822_0
22,19697_0,26799_0,18847_10
23,19691_0,13980_2,18847_5
24,18852_0,19678_0,26821_0
25,19674_0,,13974_1
26,18841_0,,18848_4
27,18843_0,,18848_3
28,13979_0,,18840_1
29,18827_0,,18848_2
30,13983_0,,18840_5
31,26858_0,,18840_2
32,26802_0,,26823_0
33,26824_0,,13952_0
34,26839_0,,18847_7
35,19681_0,,18847_2
36,13959_0,,13974_0
37,26806_0,,18830_0
38,13973_0,,18848_0
39,19693_0,,18840_0
40,26832_0,,26800_0
41,13977_1,,26810_0
42,18841_2,,26859_0
43,13983_1,,18851_0
44,26828_0,,18847_3
45,13965_2,,
46,26851_0,,
47,26855_0,,
48,13962_0,,
49,13981_1,,
50,26826_0,,
51,13977_0,,
52,19672_0,,
53,13961_1,,
54,18845_0,,
55,18831_0,,
56,13963_0,,
57,26847_0,,
58,13955_0,,
59,19675_0,,
60,13954_0,,
61,19689_0,,
62,13953_0,,
63,26825_0,,
64,26805_0,,
65,26814_0,,
66,18844_0,,
67,18846_0,,
68,13976_0,,
69,26853_0,,
70,18835_0,,
71,13975_0,,
72,19677_0,,
73,19690_0,,
74,26831_0,,
75,26841_0,,
76,26794_0,,
77,13965_0,,
78,26790_0,,
79,18829_0,,
80,13953_1,,
81,26849_0,,
82,13983_3,,
83,26845_0,,
84,19698_0,,
85,26788_0,,
86,18833_0,,
87,18841_1,,
88,26813_0,,
89,19695_0,,
90,26798_0,,
91,13962_1,,
92,13965_1,,
93,18827_1,,
94,13981_0,,
95,26808_0,,
96,26820_0,,
97,13983_2,,
98,18842_0,,
99,13973_2,,
100,26857_0,,
101,13977_2,,
102,26804_0,,
103,19676_0,,
104,18834_0,,
105,13972_0,,
106,13960_0,,
107,18838_0,,
108,19692_0,,
109,18839_0,,
110,26793_0,,
111,13972_1,,
112,26797_0,,
