,train,val,test
0,26791_0,18843_1,26807_0
1,13980_0,18847_0,19669_0
2,26848_0,26844_0,18836_0
3,18849_0,13958_0,19694_0
4,26787_0,18848_6,18836_1
5,26843_0,18847_6,26833_0
6,26801_0,18847_8,26835_0
7,19667_0,13971_0,13978_1
8,13980_1,18847_9,13978_0
9,26803_0,18843_0,18840_4
10,26850_0,13958_3,18840_3
11,26795_0,13958_1,26828_0
12,26817_0,18847_4,19685_0
13,18837_0,18848_1,19672_0
14,18827_2,18848_5,18831_0
15,13973_1,18847_1,18840_1
16,13961_0,13959_0,26841_0
17,13964_0,18847_10,18840_5
18,18849_1,18847_5,26794_0
19,19697_0,13974_1,18840_2
20,26834_0,18848_4,19698_0
21,19691_0,13954_0,26823_0
22,18852_0,13953_0,26813_0
23,13952_1,18848_3,26808_0
24,19674_0,26853_0,18840_0
25,26809_0,18848_2,19678_0
26,18841_0,26842_0,26859_0
27,13979_0,19684_0,
28,13957_0,26790_0,
29,26846_0,13953_1,
30,18827_0,26849_0,
31,13983_0,26798_0,
32,26858_0,18847_7,
33,26802_0,13958_2,
34,26838_0,26820_0,
35,26789_0,18847_2,
36,18849_2,13974_0,
37,26824_0,18848_0,
38,26839_0,26799_0,
39,19681_0,13960_0,
40,26806_0,18851_0,
41,26816_0,18847_3,
42,13973_0,,
43,19693_0,,
44,26832_0,,
45,13977_1,,
46,18841_2,,
47,18832_0,,
48,13983_1,,
49,26822_0,,
50,13965_2,,
51,26851_0,,
52,26855_0,,
53,13962_0,,
54,13981_1,,
55,26826_0,,
56,26821_0,,
57,13977_0,,
58,13961_1,,
59,18845_0,,
60,13963_0,,
61,26847_0,,
62,13955_0,,
63,19675_0,,
64,19689_0,,
65,13966_0,,
66,26825_0,,
67,26805_0,,
68,26814_0,,
69,26815_0,,
70,18844_0,,
71,18846_0,,
72,13976_0,,
73,18835_0,,
74,26811_0,,
75,13975_0,,
76,19677_0,,
77,19690_0,,
78,26831_0,,
79,19700_0,,
80,13965_0,,
81,18829_0,,
82,13983_3,,
83,26845_0,,
84,26788_0,,
85,18833_0,,
86,18841_1,,
87,13952_0,,
88,26829_0,,
89,19695_0,,
90,13962_1,,
91,13965_1,,
92,18827_1,,
93,13981_0,,
94,13983_2,,
95,18842_0,,
96,18830_0,,
97,13973_2,,
98,26857_0,,
99,13977_2,,
100,19680_0,,
101,26804_0,,
102,19676_0,,
103,13980_2,,
104,18834_0,,
105,13972_0,,
106,26800_0,,
107,18838_0,,
108,26810_0,,
109,19692_0,,
110,18839_0,,
111,26793_0,,
112,13972_1,,
113,26797_0,,
