,train,val,test
0,26807_0,26787_0,26850_0
1,26791_0,18847_0,18848_6
2,13980_0,26835_0,19691_0
3,19669_0,18847_6,18852_0
4,26848_0,18847_8,26846_0
5,18849_0,26834_0,18848_1
6,18843_1,18847_9,18848_5
7,26843_0,13957_0,26839_0
8,18836_0,18847_4,26855_0
9,26801_0,18847_1,18848_4
10,19667_0,26806_0,19675_0
11,13980_1,18847_10,26815_0
12,26803_0,18847_5,18844_0
13,26844_0,18831_0,18848_3
14,26795_0,13955_0,26831_0
15,26817_0,26825_0,18848_2
16,18837_0,26814_0,19700_0
17,13958_0,13976_0,19698_0
18,19694_0,26853_0,26788_0
19,18827_2,13975_0,26808_0
20,13973_1,26849_0,18848_0
21,18836_1,18833_0,26799_0
22,26833_0,26829_0,26804_0
23,13961_0,18847_7,19676_0
24,13978_1,18847_2,26800_0
25,13964_0,26857_0,18838_0
26,13971_0,18839_0,
27,13978_0,18851_0,
28,18849_1,18847_3,
29,19697_0,26797_0,
30,13952_1,,
31,19674_0,,
32,26809_0,,
33,18841_0,,
34,18843_0,,
35,13979_0,,
36,13958_3,,
37,18827_0,,
38,13983_0,,
39,13958_1,,
40,26858_0,,
41,26802_0,,
42,26838_0,,
43,26789_0,,
44,18849_2,,
45,26824_0,,
46,19681_0,,
47,18840_4,,
48,18840_3,,
49,13959_0,,
50,26816_0,,
51,13973_0,,
52,19693_0,,
53,26832_0,,
54,13977_1,,
55,18841_2,,
56,18832_0,,
57,13983_1,,
58,26828_0,,
59,26822_0,,
60,19685_0,,
61,13965_2,,
62,26851_0,,
63,13962_0,,
64,13981_1,,
65,26826_0,,
66,26821_0,,
67,13977_0,,
68,13974_1,,
69,19672_0,,
70,13961_1,,
71,18845_0,,
72,13963_0,,
73,26847_0,,
74,13954_0,,
75,19689_0,,
76,13966_0,,
77,13953_0,,
78,26805_0,,
79,18846_0,,
80,18840_1,,
81,18835_0,,
82,26811_0,,
83,19677_0,,
84,19690_0,,
85,26842_0,,
86,26841_0,,
87,19684_0,,
88,18840_5,,
89,26794_0,,
90,13965_0,,
91,26790_0,,
92,18829_0,,
93,13953_1,,
94,18840_2,,
95,13983_3,,
96,26845_0,,
97,26823_0,,
98,18841_1,,
99,26813_0,,
100,13952_0,,
101,19695_0,,
102,26798_0,,
103,13962_1,,
104,13965_1,,
105,18827_1,,
106,13981_0,,
107,13958_2,,
108,26820_0,,
109,13983_2,,
110,18842_0,,
111,13974_0,,
112,18830_0,,
113,13973_2,,
114,13977_2,,
115,19680_0,,
116,13980_2,,
117,18834_0,,
118,18840_0,,
119,13972_0,,
120,19678_0,,
121,13960_0,,
122,26810_0,,
123,26859_0,,
124,19692_0,,
125,26793_0,,
126,13972_1,,
