,train,val,test
0,26807_0,13980_0,19694_0
1,26791_0,26843_0,13973_1
2,19669_0,13980_1,13961_0
3,26848_0,26803_0,13964_0
4,18849_0,26833_0,26809_0
5,26787_0,13971_0,13979_0
6,18843_1,13957_0,26858_0
7,18836_0,26846_0,26838_0
8,26801_0,26802_0,26816_0
9,19667_0,19681_0,13973_0
10,18847_0,18840_4,26822_0
11,26850_0,18840_3,26826_0
12,26844_0,19693_0,13961_1
13,26795_0,26832_0,13954_0
14,26817_0,13981_1,26825_0
15,18837_0,19672_0,13976_0
16,13958_0,18845_0,18835_0
17,18827_2,18840_1,19690_0
18,18836_1,18840_5,19700_0
19,18848_6,18829_0,19698_0
20,26835_0,18840_2,26820_0
21,18847_6,19695_0,13973_2
22,13978_1,26798_0,19678_0
23,18847_8,13981_0,
24,13978_0,26857_0,
25,18849_1,13980_2,
26,19697_0,18840_0,
27,26834_0,26797_0,
28,19691_0,,
29,18852_0,,
30,13952_1,,
31,18847_9,,
32,19674_0,,
33,18841_0,,
34,18843_0,,
35,13958_3,,
36,18827_0,,
37,13983_0,,
38,13958_1,,
39,18847_4,,
40,18848_1,,
41,18848_5,,
42,26789_0,,
43,18849_2,,
44,26824_0,,
45,26839_0,,
46,18847_1,,
47,13959_0,,
48,26806_0,,
49,13977_1,,
50,18841_2,,
51,18832_0,,
52,13983_1,,
53,26828_0,,
54,19685_0,,
55,13965_2,,
56,26851_0,,
57,26855_0,,
58,18847_10,,
59,18847_5,,
60,13962_0,,
61,26821_0,,
62,13977_0,,
63,13974_1,,
64,18831_0,,
65,13963_0,,
66,26847_0,,
67,13955_0,,
68,18848_4,,
69,19675_0,,
70,19689_0,,
71,13966_0,,
72,13953_0,,
73,26805_0,,
74,26814_0,,
75,26815_0,,
76,18844_0,,
77,18846_0,,
78,18848_3,,
79,26853_0,,
80,26811_0,,
81,13975_0,,
82,19677_0,,
83,26831_0,,
84,18848_2,,
85,26842_0,,
86,26841_0,,
87,19684_0,,
88,26794_0,,
89,13965_0,,
90,26790_0,,
91,13953_1,,
92,26849_0,,
93,13983_3,,
94,26845_0,,
95,26788_0,,
96,26823_0,,
97,18833_0,,
98,18841_1,,
99,26813_0,,
100,13952_0,,
101,26829_0,,
102,13962_1,,
103,18847_7,,
104,13965_1,,
105,18827_1,,
106,13958_2,,
107,26808_0,,
108,13983_2,,
109,18842_0,,
110,18847_2,,
111,13974_0,,
112,18830_0,,
113,18848_0,,
114,13977_2,,
115,19680_0,,
116,26799_0,,
117,26804_0,,
118,19676_0,,
119,18834_0,,
120,13972_0,,
121,26800_0,,
122,13960_0,,
123,18838_0,,
124,26810_0,,
125,26859_0,,
126,19692_0,,
127,18839_0,,
128,18851_0,,
129,18847_3,,
130,26793_0,,
131,13972_1,,
