,train,val,test
0,26791_0,26807_0,26850_0
1,13980_0,18847_0,18837_0
2,19669_0,26844_0,13958_0
3,26848_0,18847_6,26833_0
4,18849_0,13961_0,13958_3
5,26787_0,18847_8,13958_1
6,18843_1,13971_0,13959_0
7,26843_0,19697_0,18832_0
8,18836_0,18847_9,26828_0
9,26801_0,26809_0,13965_2
10,19667_0,13957_0,26851_0
11,13980_1,13983_0,19689_0
12,26803_0,18847_4,13966_0
13,26795_0,26824_0,13976_0
14,26817_0,18847_1,26853_0
15,19694_0,18840_4,18835_0
16,18827_2,18840_3,26811_0
17,13973_1,19693_0,13975_0
18,18836_1,13977_1,13965_0
19,18848_6,13983_1,18829_0
20,26835_0,18847_10,13965_1
21,13978_1,18847_5,13958_2
22,13964_0,13962_0,26820_0
23,13978_0,13977_0,26799_0
24,18849_1,13961_1,18838_0
25,26834_0,18840_1,
26,19691_0,18840_5,
27,18852_0,18840_2,
28,13952_1,13983_3,
29,19674_0,26829_0,
30,18841_0,13962_1,
31,18843_0,18847_7,
32,13979_0,13983_2,
33,26846_0,18847_2,
34,18827_0,18830_0,
35,18848_1,13977_2,
36,26858_0,19676_0,
37,26802_0,18840_0,
38,26838_0,19678_0,
39,18848_5,18851_0,
40,26789_0,18847_3,
41,18849_2,26797_0,
42,26839_0,,
43,19681_0,,
44,26806_0,,
45,26816_0,,
46,13973_0,,
47,26832_0,,
48,18841_2,,
49,26822_0,,
50,19685_0,,
51,26855_0,,
52,13981_1,,
53,26826_0,,
54,26821_0,,
55,13974_1,,
56,19672_0,,
57,18845_0,,
58,18831_0,,
59,13963_0,,
60,26847_0,,
61,13955_0,,
62,18848_4,,
63,19675_0,,
64,13954_0,,
65,13953_0,,
66,26825_0,,
67,26805_0,,
68,26814_0,,
69,26815_0,,
70,18844_0,,
71,18846_0,,
72,18848_3,,
73,19677_0,,
74,19690_0,,
75,26831_0,,
76,18848_2,,
77,26842_0,,
78,26841_0,,
79,19684_0,,
80,19700_0,,
81,26794_0,,
82,26790_0,,
83,13953_1,,
84,26849_0,,
85,26845_0,,
86,19698_0,,
87,26788_0,,
88,26823_0,,
89,18833_0,,
90,18841_1,,
91,26813_0,,
92,13952_0,,
93,19695_0,,
94,26798_0,,
95,18827_1,,
96,13981_0,,
97,26808_0,,
98,18842_0,,
99,13974_0,,
100,18848_0,,
101,13973_2,,
102,26857_0,,
103,19680_0,,
104,26804_0,,
105,13980_2,,
106,18834_0,,
107,13972_0,,
108,26800_0,,
109,13960_0,,
110,26810_0,,
111,26859_0,,
112,19692_0,,
113,18839_0,,
114,26793_0,,
115,13972_1,,
