,train,val,test
0,26807_0,18849_0,19669_0
1,26791_0,26787_0,26844_0
2,13980_0,26801_0,18837_0
3,26848_0,19667_0,13958_0
4,18843_1,26850_0,19697_0
5,26843_0,18848_6,19674_0
6,18836_0,18849_1,13958_3
7,13980_1,26834_0,13958_1
8,18847_0,13957_0,26858_0
9,26803_0,13983_0,26838_0
10,26795_0,18848_1,26825_0
11,26817_0,18848_5,26815_0
12,19694_0,18849_2,13975_0
13,18827_2,13959_0,19700_0
14,13973_1,13983_1,26790_0
15,18836_1,26821_0,26849_0
16,26833_0,18848_4,19698_0
17,26835_0,19689_0,13958_2
18,18847_6,26805_0,18842_0
19,13961_0,18848_3,13972_0
20,13978_1,18848_2,26800_0
21,18847_8,26842_0,18838_0
22,13964_0,13983_3,19692_0
23,13971_0,26788_0,13972_1
24,13978_0,26829_0,
25,19691_0,26798_0,
26,18852_0,26820_0,
27,13952_1,13983_2,
28,18847_9,18830_0,
29,26809_0,18848_0,
30,18841_0,26804_0,
31,18843_0,,
32,13979_0,,
33,26846_0,,
34,18827_0,,
35,18847_4,,
36,26802_0,,
37,26789_0,,
38,26824_0,,
39,26839_0,,
40,19681_0,,
41,18847_1,,
42,18840_4,,
43,18840_3,,
44,26806_0,,
45,26816_0,,
46,13973_0,,
47,19693_0,,
48,26832_0,,
49,13977_1,,
50,18841_2,,
51,18832_0,,
52,26828_0,,
53,26822_0,,
54,19685_0,,
55,13965_2,,
56,26851_0,,
57,26855_0,,
58,18847_10,,
59,18847_5,,
60,13962_0,,
61,13981_1,,
62,26826_0,,
63,13977_0,,
64,13974_1,,
65,19672_0,,
66,13961_1,,
67,18845_0,,
68,18831_0,,
69,13963_0,,
70,26847_0,,
71,13955_0,,
72,19675_0,,
73,13954_0,,
74,13966_0,,
75,13953_0,,
76,26814_0,,
77,18844_0,,
78,18846_0,,
79,13976_0,,
80,26853_0,,
81,18840_1,,
82,18835_0,,
83,26811_0,,
84,19677_0,,
85,19690_0,,
86,26831_0,,
87,26841_0,,
88,19684_0,,
89,18840_5,,
90,26794_0,,
91,13965_0,,
92,18829_0,,
93,13953_1,,
94,18840_2,,
95,26845_0,,
96,26823_0,,
97,18833_0,,
98,18841_1,,
99,26813_0,,
100,13952_0,,
101,19695_0,,
102,13962_1,,
103,18847_7,,
104,13965_1,,
105,18827_1,,
106,13981_0,,
107,26808_0,,
108,18847_2,,
109,13974_0,,
110,13973_2,,
111,26857_0,,
112,13977_2,,
113,19680_0,,
114,26799_0,,
115,19676_0,,
116,13980_2,,
117,18834_0,,
118,18840_0,,
119,19678_0,,
120,13960_0,,
121,26810_0,,
122,26859_0,,
123,18839_0,,
124,18851_0,,
125,18847_3,,
126,26793_0,,
127,26797_0,,
