,train,val,test
0,26791_0,18843_1,26807_0
1,13980_0,26843_0,26850_0
2,19669_0,13961_0,26844_0
3,26848_0,26834_0,13978_1
4,18849_0,18852_0,13978_0
5,26787_0,18841_0,19697_0
6,18836_0,18843_0,13979_0
7,26801_0,18841_2,13957_0
8,19667_0,26828_0,26846_0
9,13980_1,26822_0,13983_0
10,18847_0,19685_0,19693_0
11,26803_0,26855_0,13983_1
12,26795_0,13962_0,13965_2
13,26817_0,13981_1,26851_0
14,18837_0,13961_1,13954_0
15,13958_0,13963_0,13966_0
16,19694_0,26814_0,18844_0
17,18827_2,18846_0,13976_0
18,13973_1,26849_0,13965_0
19,18836_1,26823_0,26790_0
20,26833_0,18841_1,13983_3
21,18848_6,26798_0,26788_0
22,26835_0,13962_1,13965_1
23,18847_6,13981_0,26820_0
24,18847_8,19676_0,13983_2
25,13964_0,19692_0,26800_0
26,13971_0,,
27,18849_1,,
28,19691_0,,
29,13952_1,,
30,18847_9,,
31,19674_0,,
32,26809_0,,
33,13958_3,,
34,18827_0,,
35,13958_1,,
36,18847_4,,
37,18848_1,,
38,26858_0,,
39,26802_0,,
40,26838_0,,
41,18848_5,,
42,26789_0,,
43,18849_2,,
44,26824_0,,
45,26839_0,,
46,19681_0,,
47,18847_1,,
48,18840_4,,
49,18840_3,,
50,13959_0,,
51,26806_0,,
52,26816_0,,
53,13973_0,,
54,26832_0,,
55,13977_1,,
56,18832_0,,
57,18847_10,,
58,18847_5,,
59,26826_0,,
60,26821_0,,
61,13977_0,,
62,13974_1,,
63,19672_0,,
64,18845_0,,
65,18831_0,,
66,26847_0,,
67,13955_0,,
68,18848_4,,
69,19675_0,,
70,19689_0,,
71,13953_0,,
72,26825_0,,
73,26805_0,,
74,26815_0,,
75,18848_3,,
76,26853_0,,
77,18840_1,,
78,18835_0,,
79,26811_0,,
80,13975_0,,
81,19677_0,,
82,19690_0,,
83,26831_0,,
84,18848_2,,
85,26842_0,,
86,26841_0,,
87,19684_0,,
88,19700_0,,
89,18840_5,,
90,26794_0,,
91,18829_0,,
92,13953_1,,
93,18840_2,,
94,26845_0,,
95,19698_0,,
96,18833_0,,
97,26813_0,,
98,13952_0,,
99,26829_0,,
100,19695_0,,
101,18847_7,,
102,18827_1,,
103,13958_2,,
104,26808_0,,
105,18842_0,,
106,18847_2,,
107,13974_0,,
108,18830_0,,
109,18848_0,,
110,13973_2,,
111,26857_0,,
112,13977_2,,
113,19680_0,,
114,26799_0,,
115,26804_0,,
116,13980_2,,
117,18834_0,,
118,18840_0,,
119,13972_0,,
120,19678_0,,
121,13960_0,,
122,18838_0,,
123,26810_0,,
124,26859_0,,
125,18839_0,,
126,18851_0,,
127,18847_3,,
128,26793_0,,
129,13972_1,,
130,26797_0,,
