,train,val,test
0,26791_0,26807_0,18837_0
1,13980_0,26848_0,19694_0
2,19669_0,18843_1,13973_1
3,18849_0,26844_0,26835_0
4,26787_0,26795_0,13964_0
5,26843_0,18843_0,19691_0
6,18836_0,26806_0,13983_0
7,26801_0,26816_0,26858_0
8,19667_0,13965_2,26802_0
9,13980_1,13981_1,26839_0
10,18847_0,26847_0,18840_4
11,26803_0,13955_0,18840_3
12,26850_0,26825_0,13973_0
13,26817_0,18844_0,13983_1
14,13958_0,13975_0,13962_0
15,18827_2,26842_0,13963_0
16,18836_1,13965_0,19675_0
17,26833_0,26798_0,18840_1
18,18848_6,13965_1,18835_0
19,18847_6,13981_0,19684_0
20,13961_0,19680_0,18840_5
21,13978_1,19676_0,18840_2
22,18847_8,26800_0,13983_3
23,13971_0,26810_0,26829_0
24,13978_0,,13962_1
25,18849_1,,13983_2
26,19697_0,,18842_0
27,26834_0,,13973_2
28,18852_0,,18840_0
29,13952_1,,13972_0
30,18847_9,,19678_0
31,19674_0,,13972_1
32,26809_0,,
33,18841_0,,
34,13979_0,,
35,13957_0,,
36,26846_0,,
37,13958_3,,
38,18827_0,,
39,13958_1,,
40,18847_4,,
41,18848_1,,
42,26838_0,,
43,18848_5,,
44,26789_0,,
45,18849_2,,
46,26824_0,,
47,19681_0,,
48,18847_1,,
49,13959_0,,
50,19693_0,,
51,26832_0,,
52,13977_1,,
53,18841_2,,
54,18832_0,,
55,26828_0,,
56,26822_0,,
57,19685_0,,
58,26851_0,,
59,26855_0,,
60,18847_10,,
61,18847_5,,
62,26826_0,,
63,26821_0,,
64,13977_0,,
65,13974_1,,
66,19672_0,,
67,13961_1,,
68,18845_0,,
69,18831_0,,
70,18848_4,,
71,13954_0,,
72,19689_0,,
73,13966_0,,
74,13953_0,,
75,26805_0,,
76,26814_0,,
77,26815_0,,
78,18846_0,,
79,13976_0,,
80,18848_3,,
81,26853_0,,
82,26811_0,,
83,19677_0,,
84,19690_0,,
85,26831_0,,
86,18848_2,,
87,26841_0,,
88,19700_0,,
89,26794_0,,
90,26790_0,,
91,18829_0,,
92,13953_1,,
93,26849_0,,
94,26845_0,,
95,19698_0,,
96,26788_0,,
97,26823_0,,
98,18833_0,,
99,18841_1,,
100,26813_0,,
101,13952_0,,
102,19695_0,,
103,18847_7,,
104,18827_1,,
105,13958_2,,
106,26808_0,,
107,26820_0,,
108,18847_2,,
109,13974_0,,
110,18830_0,,
111,18848_0,,
112,26857_0,,
113,13977_2,,
114,26799_0,,
115,26804_0,,
116,13980_2,,
117,18834_0,,
118,13960_0,,
119,18838_0,,
120,26859_0,,
121,19692_0,,
122,18839_0,,
123,18851_0,,
124,18847_3,,
125,26793_0,,
126,26797_0,,
