,train,val,test
0,tcga_TCGA-G8-6326,tcga_TCGA-GS-A9TW,tcga_TCGA-G8-6324
1,tcga_TCGA-G8-6325,tcga_TCGA-FA-A7Q1,tcga_TCGA-GR-7351
2,tcga_TCGA-GS-A9TY,tcga_TCGA-RQ-AAAT,tcga_TCGA-GS-A9TU
3,tcga_TCGA-FM-8000,tcga_TCGA-GR-A4D9,nanchang_1390316A01#3_19
4,tcga_TCGA-G8-6906,tcga_TCGA-FA-A4BB,nanchang_1390316A02#3_20
5,tcga_TCGA-FF-8041,tcga_TCGA-RQ-A6JB,nanchang_1390316A03#2_1
6,tcga_TCGA-RQ-A68N,nanchang_1420083A01#18_2,nanchang_1459142A01#16_5
7,tcga_TCGA-GS-A9TX,nanchang_1420083A02#18_3,nanchang_1459142A02#16_6
8,tcga_TCGA-FA-A6HN,nanchang_1420083A03#18_4,nanchang_1459142A03#16_7
9,tcga_TCGA-FF-8043,nanchang_1420083A04#18_5,nanchang_1459142A04#16_8
10,tcga_TCGA-FF-8047,nanchang_1420083A05#18_6,nanchang_1459142A05#16_9
11,tcga_TCGA-G8-6909,nanchang_1420083A06#18_7,nanchang_1459142A06#16_10
12,tcga_TCGA-GR-7353,nanchang_1420083A07#18_8,nanchang_1459142A07#16_11
13,tcga_TCGA-GS-A9U4,nanchang_1420083A08#18_9,nanchang_1459142A08#16_12
14,tcga_TCGA-FF-8046,nanchang_1420083A09#18_10,nanchang_1459142A09#16_13
15,tcga_TCGA-FA-8693,nanchang_1420083A10#18_11,nanchang_1459142A10#16_14
16,tcga_TCGA-GR-A4D6,nanchang_1494509A01#6_3,nanchang_1459142A11#16_15
17,tcga_TCGA-FA-A7DS,nanchang_1494509A02#6_4,nanchang_1459142A12#16_16
18,tcga_TCGA-G8-6907,nanchang_1494509A03#6_5,nanchang_1556514A01#20_9
19,tcga_TCGA-GS-A9TT,nanchang_1494509A04#6_6,nanchang_1556514A02#20_10
20,tcga_TCGA-FA-A6HO,nanchang_1494509A05#6_7,nanchang_1556514A03#20_11
21,tcga_TCGA-GS-A9TQ,nanchang_1494509A06#6_8,nanchang_1556514A04#20_12
22,tcga_TCGA-GS-A9TV,nanchang_1494509A07#6_9,nanchang_1556514A05#20_13
23,tcga_TCGA-FF-8061,nanchang_1520691A01#6_16,nanchang_1556514A06#20_14
24,tcga_TCGA-GR-A4D4,nanchang_1520691A02#6_17,nanchang_1556514A07#20_15
25,tcga_TCGA-G8-6914,nanchang_1520691A03#6_18,nanchang_1556514A08#20_16
26,tcga_TCGA-GR-A4D5,nanchang_1520691A04#6_19,nanchang_X155551A01#4_9
27,tcga_TCGA-FA-A82F,nanchang_1520691A05#6_20,nanchang_X155551A02#4_10
28,tcga_TCGA-GS-A9U3,nanchang_1520691A06#19_1,nanchang_X155551A03#4_11
