,train,val,test
0,tcga_TCGA-G8-6326,tcga_TCGA-GR-A4D4,tcga_TCGA-GS-A9TW
1,tcga_TCGA-G8-6325,nanchang_1375314A01#3_1,tcga_TCGA-FA-8693
2,tcga_TCGA-GS-A9TY,nanchang_1375314A02#3_2,tcga_TCGA-G8-6914
3,tcga_TCGA-FM-8000,nanchang_1375314A03#3_3,nanchang_1386008A01#3_9
4,tcga_TCGA-G8-6906,nanchang_1375314A04#3_4,nanchang_1386008A02#3_10
5,tcga_TCGA-FF-8041,nanchang_1375314A05#3_5,nanchang_1386008A03#3_11
6,tcga_TCGA-RQ-A68N,nanchang_1375314A06#3_6,nanchang_1386008A04#3_12
7,tcga_TCGA-FA-A7Q1,nanchang_1375314A07#3_7,nanchang_1386008A05#3_13
8,tcga_TCGA-GS-A9TX,nanchang_1375314A08#3_8,nanchang_1386008A06#3_14
9,tcga_TCGA-FA-A6HN,nanchang_1390316A01#3_19,nanchang_1386008A07#3_15
10,tcga_TCGA-G8-6324,nanchang_1390316A02#3_20,nanchang_1386008A08#3_16
11,tcga_TCGA-FF-8043,nanchang_1390316A03#2_1,nanchang_1386008A09#3_17
12,tcga_TCGA-FF-8047,nanchang_1438435B01#17_3,nanchang_1386008A10#3_18
13,tcga_TCGA-G8-6909,nanchang_1438435B02#17_4,nanchang_1394250C01#2_12
14,tcga_TCGA-GR-7353,nanchang_1459142A01#16_5,nanchang_1394250C02#2_13
15,tcga_TCGA-GS-A9U4,nanchang_1459142A02#16_6,nanchang_1394250C03#2_14
16,tcga_TCGA-FF-8046,nanchang_1459142A03#16_7,nanchang_1394250C04#2_15
17,tcga_TCGA-RQ-AAAT,nanchang_1459142A04#16_8,nanchang_1394250C05#2_16
18,tcga_TCGA-GR-7351,nanchang_1459142A05#16_9,nanchang_1394250C06#2_17
19,tcga_TCGA-GR-A4D6,nanchang_1459142A06#16_10,nanchang_1394250C07#2_18
20,tcga_TCGA-FA-A7DS,nanchang_1459142A07#16_11,nanchang_1394250C08#2_19
21,tcga_TCGA-G8-6907,nanchang_1459142A08#16_12,nanchang_1394931A01#2_20
22,tcga_TCGA-GR-A4D9,nanchang_1459142A09#16_13,nanchang_1394931A02#1_1
23,tcga_TCGA-GS-A9TT,nanchang_1459142A10#16_14,nanchang_1394931A03#1_2
24,tcga_TCGA-FA-A6HO,nanchang_1459142A11#16_15,nanchang_1394931A04#1_3
25,tcga_TCGA-GS-A9TQ,nanchang_1459142A12#16_16,nanchang_1549139A01#19_18
26,tcga_TCGA-GS-A9TU,nanchang_1482921A01#4_15,nanchang_1549139A02#19_19
27,tcga_TCGA-GS-A9TV,nanchang_1482921A02#4_16,nanchang_1549139A03#19_20
28,tcga_TCGA-FF-8061,nanchang_1482921A03#4_17,nanchang_1549139A04#20_1
29,tcga_TCGA-FA-A4BB,nanchang_1482921A04#4_18,nanchang_1549139A05#20_2
30,tcga_TCGA-GR-A4D5,nanchang_1482921A05#4_19,nanchang_X172464A01#5_11
31,tcga_TCGA-RQ-A6JB,nanchang_1482921A06#4_20,nanchang_X172464A02#5_12
32,tcga_TCGA-FA-A82F,nanchang_1482921A07#5_1,nanchang_X172464A03#5_13
33,tcga_TCGA-GS-A9U3,nanchang_1520691A01#6_16,nanchang_X172464A04#5_14
34,tcga_TCGA-FA-A4XK,nanchang_1520691A02#6_17,nanchang_X172464A05#5_15
35,nanchang_1394025A01#2_2,nanchang_1520691A03#6_18,nanchang_X172464A06#5_16
36,nanchang_1394025A02#2_3,nanchang_1520691A04#6_19,nanchang_X172464A07#5_17
37,nanchang_1394025A03#2_4,nanchang_1520691A05#6_20,nanchang_X172464A08#5_18
38,nanchang_1394025A04#2_5,nanchang_1520691A06#19_1,morph_26807_0
39,nanchang_1394025A05#2_6,nanchang_1561277B01#2_1,morph_13980_0
40,nanchang_1394025A06#2_7,nanchang_1561277B02#2_2,morph_13980_1
41,nanchang_1394025A07#2_8,nanchang_1561277B03#2_3,morph_26795_0
42,nanchang_1394025A08#2_9,nanchang_1561277B04#2_4,morph_13958_0
43,nanchang_1394025A09#2_10,nanchang_1561277B05#2_5,morph_26835_0
44,nanchang_1394025A10#2_11,nanchang_X133886A01#3_15,morph_13952_1
45,nanchang_1396455B01#1_4,nanchang_X133886A02#3_16,morph_13958_3
46,nanchang_1396455B02#1_5,nanchang_X133886A03#3_17,morph_13958_1
47,nanchang_1396455B02#1_6,nanchang_X133886A04#3_18,morph_26828_0
48,nanchang_1396455B03#1_7,nanchang_X133886A05#3_19,morph_19675_0
49,nanchang_1396455B04#1_8,nanchang_X133886A06#3_20,morph_13953_0
50,nanchang_1396455B05#1_9,nanchang_X150846A01#4_1,morph_13953_1
51,nanchang_1396455B06#1_10,nanchang_X150846A02#4_2,morph_18833_0
52,nanchang_1412190C01,nanchang_X150846A03#4_3,morph_26813_0
53,nanchang_1412190C02,nanchang_X150846A04#4_4,morph_13952_0
54,nanchang_1412190C03,nanchang_X150846A05#4_5,morph_13958_2
55,nanchang_1412190C04,nanchang_X150846A06#4_6,morph_26820_0
56,nanchang_1412190C05,nanchang_X150846A07#4_7,morph_13980_2
57,nanchang_1412190C06,nanchang_X150846A08#4_8,morph_13972_0
58,nanchang_1412190C07,nanchang_X242275A01#11_3,morph_19692_0
59,nanchang_1412190C08,nanchang_X242275A02#11_4,morph_13972_1
60,nanchang_1420083A01#18_2,nanchang_X242275A03#11_5,
61,nanchang_1420083A02#18_3,nanchang_X242275A04#11_6,
62,nanchang_1420083A03#18_4,nanchang_X242275A05#11_7,
63,nanchang_1420083A04#18_5,nanchang_X242275A06#11_8,
64,nanchang_1420083A05#18_6,nanchang_X242275A07#11_9,
65,nanchang_1420083A06#18_7,nanchang_X242275A08#11_10,
66,nanchang_1420083A07#18_8,nanchang_X251184A01#11_11,
67,nanchang_1420083A08#18_9,nanchang_X251184A02#11_12,
68,nanchang_1420083A09#18_10,nanchang_X251184A03#11_13,
69,nanchang_1420083A10#18_11,nanchang_X251184A04#11_14,
70,nanchang_1430290A01#18_15,nanchang_X251184A05#11_15,
71,nanchang_1430290A02#18_16,nanchang_X251184A06#11_16,
72,nanchang_1430290A03#18_17,nanchang_X251184A07#11_17,
73,nanchang_1433261A01#18_18,nanchang_X251184A08#11_18,
74,nanchang_1433261A02,morph_19669_0,
75,nanchang_1433261A03#18_20,morph_13973_1,
76,nanchang_1433261A04#17_1,morph_19697_0,
77,nanchang_1433261A05#17_2,morph_26816_0,
78,nanchang_1445057B01#17_5,morph_13973_0,
79,nanchang_1445057B02#17_6,morph_26815_0,
80,nanchang_1445057B03#17_7,morph_18846_0,
81,nanchang_1445057B04#17_8,morph_26790_0,
82,nanchang_1457991C01#17_18,morph_26845_0,
83,nanchang_1457991C02#17_19,morph_13973_2,
84,nanchang_1457991C03#17_20,morph_26799_0,
85,nanchang_1457991C04#16_1,morph_18834_0,
86,nanchang_1457991C05#16_2,,
87,nanchang_1457991D01#16_3,,
88,nanchang_1457991D02#16_4,,
89,nanchang_1460108A01#16_17,,
90,nanchang_1460108A02#16_18,,
91,nanchang_1460108A03#16_19,,
92,nanchang_1460108A04#16_20,,
93,nanchang_1460108A05#4_1,,
94,nanchang_1460108A06#4_2,,
95,nanchang_1460108A07,,
96,nanchang_1460108A08,,
97,nanchang_1463717B01#4_5,,
98,nanchang_1463717B02#4_6,,
99,nanchang_1463717B03#4_7,,
100,nanchang_1463717B04#4_8,,
101,nanchang_1463717B05#4_9,,
102,nanchang_1463717B06#4_10,,
103,nanchang_1463717B07#4_11,,
104,nanchang_1463717B08#4_12,,
105,nanchang_1463717B09#4_13,,
106,nanchang_1463717B10#4_14,,
107,nanchang_1491815A01#5_8,,
108,nanchang_1491815A02#5_9,,
109,nanchang_1491815A03#5_10,,
110,nanchang_1491815A04#5_11,,
111,nanchang_1491815A05#5_12,,
112,nanchang_1491815A06#5_13,,
113,nanchang_1491815A07#5_14,,
114,nanchang_1491815A08#5_15,,
115,nanchang_1493667A02#5_16,,
116,nanchang_1493667A03#5_17,,
117,nanchang_1493667A04#5_18,,
118,nanchang_1493667A05#5_19,,
119,nanchang_1493667A06#5_20,,
120,nanchang_1493667A07#6_1,,
121,nanchang_1493667A08#6_2,,
122,nanchang_1494509A01#6_3,,
123,nanchang_1494509A02#6_4,,
124,nanchang_1494509A03#6_5,,
125,nanchang_1494509A04#6_6,,
126,nanchang_1494509A05#6_7,,
127,nanchang_1494509A06#6_8,,
128,nanchang_1494509A07#6_9,,
129,nanchang_1502032A01,,
130,nanchang_1502032A02#6_11,,
131,nanchang_1502032A03#6_12,,
132,nanchang_1502032A04#6_13,,
133,nanchang_1502032A05#6_14,,
134,nanchang_1502032A06,,
135,nanchang_1526644A01#19_2,,
136,nanchang_1526644A02#19_3,,
137,nanchang_1526644A03#19_4,,
138,nanchang_1526644A04#19_5,,
139,nanchang_1526644A05#19_6,,
140,nanchang_1526644A06#19_7,,
141,nanchang_1526644A07#19_8,,
142,nanchang_1526644A08#19_9,,
143,nanchang_1544136A01#19_10,,
144,nanchang_1544136A02#19_11,,
145,nanchang_1544136A03#19_12,,
146,nanchang_1544136A04#19_13,,
147,nanchang_1544136A05#19_14,,
148,nanchang_1544136A06#19_15,,
149,nanchang_1544136A07#19_16,,
150,nanchang_1544136A08#19_17,,
151,nanchang_1549818A01#20_3,,
152,nanchang_1549818A02#20_4,,
153,nanchang_1549818A03#20_5,,
154,nanchang_1549818A04#20_6,,
155,nanchang_1549818A05#20_7,,
156,nanchang_1549818A06#20_8,,
157,nanchang_1556514A01#20_9,,
158,nanchang_1556514A02#20_10,,
159,nanchang_1556514A03#20_11,,
160,nanchang_1556514A04#20_12,,
161,nanchang_1556514A05#20_13,,
162,nanchang_1556514A06#20_14,,
163,nanchang_1556514A07#20_15,,
164,nanchang_1556514A08#20_16,,
165,nanchang_1565608A01#21_3,,
166,nanchang_1565608A02#21_4,,
167,nanchang_1565608A03#21_5,,
168,nanchang_1565608A04#21_6,,
169,nanchang_1565608A05#21_7,,
170,nanchang_1565608A06#21_8,,
171,nanchang_1565608A07#21_9,,
172,nanchang_1565608A08#21_10,,
173,nanchang_1569744A01#21_11,,
174,nanchang_1569744A02#21_12,,
175,nanchang_1569744A03#21_13,,
176,nanchang_1569744A04#21_14,,
177,nanchang_1569744A05#21_15,,
178,nanchang_1569744A06#21_16,,
179,nanchang_1569744A07#21_17,,
180,nanchang_1569744A08#21_18,,
181,nanchang_1569744A09#21_19,,
182,nanchang_1569744A10#21_20,,
183,nanchang_1569744A11#7_1,,
184,nanchang_1569744A12#7_2,,
185,nanchang_1569744A13#7_3,,
186,nanchang_1569744A14#7_4,,
187,nanchang_X125675A01#2_14,,
188,nanchang_X125675A02#2_15,,
189,nanchang_X125675A03#2_16,,
190,nanchang_X125675A04#2_17,,
191,nanchang_X125675A05#2_18,,
192,nanchang_X125675A06#2_19,,
193,nanchang_X125675A07#2_20,,
194,nanchang_X125675A08#3_1,,
195,nanchang_X125675A09#3_2,,
196,nanchang_X125675A10#3_3,,
197,nanchang_X125675A11#3_4,,
198,nanchang_X125675A12#3_5,,
199,nanchang_X125675A13#3_6,,
200,nanchang_X125675A14#3_7,,
201,nanchang_X125675A15#3_8,,
202,nanchang_X127179A01#3_9,,
203,nanchang_X127179A02#3_10,,
204,nanchang_X127179A03#3_11,,
205,nanchang_X127179A04#3_12,,
206,nanchang_X127179A05#3_13,,
207,nanchang_X127179A06#3_14,,
208,nanchang_X155551A01#4_9,,
209,nanchang_X155551A02#4_10,,
210,nanchang_X155551A03#4_11,,
211,nanchang_X155551A04#4_12,,
212,nanchang_X155551A05#4_13,,
213,nanchang_X155551A06#4_14,,
214,nanchang_X161534A01#4_15,,
215,nanchang_X161534A02#4_16,,
216,nanchang_X161534A03#4_17,,
217,nanchang_X161534A04#4_18,,
218,nanchang_X161534A05#4_19,,
219,nanchang_X161534A06#4_20,,
220,nanchang_X161534A07#5_1,,
221,nanchang_X161534A08#5_2,,
222,nanchang_X169778A01#5_3,,
223,nanchang_X169778A02#5_4,,
224,nanchang_X169778A03#5_5,,
225,nanchang_X169778A04#5_6,,
226,nanchang_X169778A05#5_7,,
227,nanchang_X169778A06#5_8,,
228,nanchang_X169778A07#5_9,,
229,nanchang_X169778A08#5_10,,
230,nanchang_X179852A01#5_19,,
231,nanchang_X179852A02#5_20,,
232,nanchang_X179852A03#6_1,,
233,nanchang_X179852A04#6_2,,
234,nanchang_X179852A05#6_3,,
235,nanchang_X179852A06#6_4,,
236,nanchang_X197133A01#6_11,,
237,nanchang_X197133A02#6_12,,
238,nanchang_X197133A03#6_13,,
239,nanchang_X197133A04#6_14,,
240,nanchang_X197133A05#6_15,,
241,nanchang_X197133A06#6_16,,
242,nanchang_X197133A07#6_17,,
243,nanchang_X197133A08#6_18,,
244,nanchang_X207531C01#7_11,,
245,nanchang_X207531C02#7_12,,
246,nanchang_X207531C03#7_13,,
247,nanchang_X207531C04#7_14,,
248,nanchang_X207531C05#7_15,,
249,nanchang_X207531C06#7_16,,
250,nanchang_X207531C07#7_17,,
251,nanchang_X207531C08#7_18,,
252,nanchang_X207531C09#7_19,,
