,train,val,test
0,26807_0,26791_0,18849_0
1,13980_0,19669_0,26787_0
2,26848_0,18836_0,26850_0
3,18843_1,19667_0,26795_0
4,26843_0,26803_0,18849_1
5,26801_0,26844_0,19691_0
6,13980_1,18837_0,13979_0
7,18847_0,19694_0,18849_2
8,26817_0,18836_1,26839_0
9,13958_0,18848_6,19672_0
10,18827_2,13964_0,13963_0
11,13973_1,13971_0,26847_0
12,26833_0,19697_0,19689_0
13,26835_0,26809_0,26849_0
14,18847_6,18848_1,26829_0
15,13961_0,26858_0,26859_0
16,13978_1,18848_5,
17,18847_8,26789_0,
18,13978_0,26806_0,
19,26834_0,13977_1,
20,18852_0,18832_0,
21,13952_1,26822_0,
22,18847_9,19685_0,
23,19674_0,26851_0,
24,18841_0,13977_0,
25,18843_0,18845_0,
26,13957_0,18848_4,
27,26846_0,13953_0,
28,13958_3,26814_0,
29,18827_0,18846_0,
30,13983_0,18848_3,
31,13958_1,19677_0,
32,18847_4,18848_2,
33,26802_0,13953_1,
34,26838_0,26845_0,
35,26824_0,19698_0,
36,19681_0,19695_0,
37,18847_1,26808_0,
38,18840_4,18842_0,
39,18840_3,18848_0,
40,13959_0,13977_2,
41,26816_0,26804_0,
42,13973_0,18834_0,
43,19693_0,13972_0,
44,26832_0,19678_0,
45,18841_2,26800_0,
46,13983_1,19692_0,
47,26828_0,18839_0,
48,13965_2,26793_0,
49,26855_0,13972_1,
50,18847_10,,
51,18847_5,,
52,13962_0,,
53,13981_1,,
54,26826_0,,
55,26821_0,,
56,13974_1,,
57,13961_1,,
58,18831_0,,
59,13955_0,,
60,19675_0,,
61,13954_0,,
62,13966_0,,
63,26825_0,,
64,26805_0,,
65,26815_0,,
66,18844_0,,
67,13976_0,,
68,26853_0,,
69,18840_1,,
70,18835_0,,
71,26811_0,,
72,13975_0,,
73,19690_0,,
74,26831_0,,
75,26842_0,,
76,26841_0,,
77,19684_0,,
78,19700_0,,
79,18840_5,,
80,26794_0,,
81,13965_0,,
82,26790_0,,
83,18829_0,,
84,18840_2,,
85,13983_3,,
86,26788_0,,
87,26823_0,,
88,18833_0,,
89,18841_1,,
90,26813_0,,
91,13952_0,,
92,26798_0,,
93,13962_1,,
94,18847_7,,
95,13965_1,,
96,18827_1,,
97,13981_0,,
98,13958_2,,
99,26820_0,,
100,13983_2,,
101,18847_2,,
102,13974_0,,
103,18830_0,,
104,13973_2,,
105,26857_0,,
106,19680_0,,
107,26799_0,,
108,19676_0,,
109,13980_2,,
110,18840_0,,
111,13960_0,,
112,18838_0,,
113,26810_0,,
114,18851_0,,
115,18847_3,,
116,26797_0,,
