,train,val,test
0,1375314A01#3_1,X127179A01#3_9,X251184A01#11_11
1,1375314A02#3_2,X127179A02#3_10,X251184A02#11_12
2,1375314A03#3_3,X127179A03#3_11,X251184A03#11_13
3,1375314A04#3_4,X127179A04#3_12,X251184A04#11_14
4,1375314A05#3_5,X127179A05#3_13,X251184A05#11_15
5,1375314A06#3_6,X127179A06#3_14,X251184A06#11_16
6,1375314A07#3_7,1502032A01,X251184A07#11_17
7,1375314A08#3_8,1502032A02#6_11,X251184A08#11_18
8,1390316A01#3_19,1502032A03#6_12,X209790A01#8_11
9,1390316A02#3_20,1502032A04#6_13,X209790A02#8_12
10,1390316A03#2_1,1502032A05#6_14,X209790A03#8_13
11,1394931A01#2_20,1502032A06,X209790A04#8_14
12,1394931A02#1_1,X125675A01#2_14,X209790A05#8_15
13,1394931A03#1_2,X125675A02#2_15,X209790A06#8_16
14,1394931A04#1_3,X125675A03#2_16,X209790A07#8_17
15,1396455B01#1_4,X125675A04#2_17,X209790A08#8_18
16,1396455B02#1_5,X125675A05#2_18,X209790A09#8_19
17,1396455B02#1_6,X125675A06#2_19,X209790A10#8_20
18,1396455B03#1_7,X125675A07#2_20,X209790A11#9_1
19,1396455B04#1_8,X125675A08#3_1,X209790A12#9_2
20,1396455B05#1_9,X125675A09#3_2,1561277B01#2_1
21,1396455B06#1_10,X125675A10#3_3,1561277B02#2_2
22,1430290A01#18_15,X125675A11#3_4,1561277B03#2_3
23,1430290A02#18_16,X125675A12#3_5,1561277B04#2_4
24,1430290A03#18_17,X125675A13#3_6,1561277B05#2_5
25,1433261A01#18_18,X125675A14#3_7,1420083A01#18_2
26,1433261A02,X125675A15#3_8,1420083A02#18_3
27,1433261A03#18_20,1394025A01#2_2,1420083A03#18_4
28,1433261A04#17_1,1394025A02#2_3,1420083A04#18_5
29,1433261A05#17_2,1394025A03#2_4,1420083A05#18_6
30,1438435B01#17_3,1394025A04#2_5,1420083A06#18_7
31,1438435B02#17_4,1394025A05#2_6,1420083A07#18_8
32,1457991C01#17_18,1394025A06#2_7,1420083A08#18_9
33,1457991C02#17_19,1394025A07#2_8,1420083A09#18_10
34,1457991C03#17_20,1394025A08#2_9,1420083A10#18_11
35,1457991C04#16_1,1394025A09#2_10,
36,1457991C05#16_2,1394025A10#2_11,
37,1457991D01#16_3,,
38,1457991D02#16_4,,
39,1459142A01#16_5,,
40,1459142A02#16_6,,
41,1459142A03#16_7,,
42,1459142A04#16_8,,
43,1459142A05#16_9,,
44,1459142A06#16_10,,
45,1459142A07#16_11,,
46,1459142A08#16_12,,
47,1459142A09#16_13,,
48,1459142A10#16_14,,
49,1459142A11#16_15,,
50,1459142A12#16_16,,
51,1493667A02#5_16,,
52,1493667A03#5_17,,
53,1493667A04#5_18,,
54,1493667A05#5_19,,
55,1493667A06#5_20,,
56,1493667A07#6_1,,
57,1493667A08#6_2,,
58,1526644A01#19_2,,
59,1526644A02#19_3,,
60,1526644A03#19_4,,
61,1526644A04#19_5,,
62,1526644A05#19_6,,
63,1526644A06#19_7,,
64,1526644A07#19_8,,
65,1526644A08#19_9,,
66,1544136A01#19_10,,
67,1544136A02#19_11,,
68,1544136A03#19_12,,
69,1544136A04#19_13,,
70,1544136A05#19_14,,
71,1544136A06#19_15,,
72,1544136A07#19_16,,
73,1544136A08#19_17,,
74,1556514A01#20_9,,
75,1556514A02#20_10,,
76,1556514A03#20_11,,
77,1556514A04#20_12,,
78,1556514A05#20_13,,
79,1556514A06#20_14,,
80,1556514A07#20_15,,
81,1556514A08#20_16,,
82,1565608A01#21_3,,
83,1565608A02#21_4,,
84,1565608A03#21_5,,
85,1565608A04#21_6,,
86,1565608A05#21_7,,
87,1565608A06#21_8,,
88,1565608A07#21_9,,
89,1565608A08#21_10,,
90,1569744A01#21_11,,
91,1569744A02#21_12,,
92,1569744A03#21_13,,
93,1569744A04#21_14,,
94,1569744A05#21_15,,
95,1569744A06#21_16,,
96,1569744A07#21_17,,
97,1569744A08#21_18,,
98,1569744A09#21_19,,
99,1569744A10#21_20,,
100,1569744A11#7_1,,
101,1569744A12#7_2,,
102,1569744A13#7_3,,
103,1569744A14#7_4,,
104,X161534A01#4_15,,
105,X161534A02#4_16,,
106,X161534A03#4_17,,
107,X161534A04#4_18,,
108,X161534A05#4_19,,
109,X161534A06#4_20,,
110,X161534A07#5_1,,
111,X161534A08#5_2,,
112,X172464A01#5_11,,
113,X172464A02#5_12,,
114,X172464A03#5_13,,
115,X172464A04#5_14,,
116,X172464A05#5_15,,
117,X172464A06#5_16,,
118,X172464A07#5_17,,
119,X172464A08#5_18,,
120,X179852A01#5_19,,
121,X179852A02#5_20,,
122,X179852A03#6_1,,
123,X179852A04#6_2,,
124,X179852A05#6_3,,
125,X179852A06#6_4,,
126,X197133A01#6_11,,
127,X197133A02#6_12,,
128,X197133A03#6_13,,
129,X197133A04#6_14,,
130,X197133A05#6_15,,
131,X197133A06#6_16,,
132,X197133A07#6_17,,
133,X197133A08#6_18,,
134,X207531C01#7_11,,
135,X207531C02#7_12,,
136,X207531C03#7_13,,
137,X207531C04#7_14,,
138,X207531C05#7_15,,
139,X207531C06#7_16,,
140,X207531C07#7_17,,
141,X207531C08#7_18,,
142,X207531C09#7_19,,
143,X207531C10#7_20,,
144,X207531C11#8_1,,
145,X207531C12#8_2,,
146,X207531C13#8_3,,
147,X207531C14#8_4,,
148,X207531C15#8_5,,
149,X207531C16#8_6,,
150,X207531C17#8_7,,
151,X207531C18#8_8,,
152,X207531C19#8_9,,
153,X207531C20#8_10,,
154,X219408A01#9_11,,
155,X219408A02#9_12,,
156,X219408A03#9_13,,
157,X219408A04#9_14,,
158,X219408A05#9_15,,
159,X219408A06#9_16,,
160,X219408A07#9_17,,
161,X219408A08#9_18,,
162,1386008A01#3_9,,
163,1386008A02#3_10,,
164,1386008A03#3_11,,
165,1386008A04#3_12,,
166,1386008A05#3_13,,
167,1386008A06#3_14,,
168,1386008A07#3_15,,
169,1386008A08#3_16,,
170,1386008A09#3_17,,
171,1386008A10#3_18,,
172,1394250C01#2_12,,
173,1394250C02#2_13,,
174,1394250C03#2_14,,
175,1394250C04#2_15,,
176,1394250C05#2_16,,
177,1394250C06#2_17,,
178,1394250C07#2_18,,
179,1394250C08#2_19,,
180,1412190C01,,
181,1412190C02,,
182,1412190C03,,
183,1412190C04,,
184,1412190C05,,
185,1412190C06,,
186,1412190C07,,
187,1412190C08,,
188,1445057B01#17_5,,
189,1445057B02#17_6,,
190,1445057B03#17_7,,
191,1445057B04#17_8,,
192,1460108A01#16_17,,
193,1460108A02#16_18,,
194,1460108A03#16_19,,
195,1460108A04#16_20,,
196,1460108A05#4_1,,
197,1460108A06#4_2,,
198,1460108A07,,
199,1460108A08,,
200,1463717B01#4_5,,
201,1463717B02#4_6,,
202,1463717B03#4_7,,
203,1463717B04#4_8,,
204,1463717B05#4_9,,
205,1463717B06#4_10,,
206,1463717B07#4_11,,
207,1463717B08#4_12,,
208,1463717B09#4_13,,
209,1463717B10#4_14,,
210,1482921A01#4_15,,
211,1482921A02#4_16,,
212,1482921A03#4_17,,
213,1482921A04#4_18,,
214,1482921A05#4_19,,
