,train,val,test
0,1390316A01#3_19,1396455B01#1_4,1375314A01#3_1
1,1390316A02#3_20,1396455B02#1_5,1375314A02#3_2
2,1390316A03#2_1,1396455B02#1_6,1375314A03#3_3
3,1394931A01#2_20,1396455B03#1_7,1375314A04#3_4
4,1394931A02#1_1,1396455B04#1_8,1375314A05#3_5
5,1394931A03#1_2,1396455B05#1_9,1375314A06#3_6
6,1394931A04#1_3,1396455B06#1_10,1375314A07#3_7
7,1430290A01#18_15,X161534A01#4_15,1375314A08#3_8
8,1430290A02#18_16,X161534A02#4_16,1502032A01
9,1430290A03#18_17,X161534A03#4_17,1502032A02#6_11
10,1433261A01#18_18,X161534A04#4_18,1502032A03#6_12
11,1433261A02,X161534A05#4_19,1502032A04#6_13
12,1433261A03#18_20,X161534A06#4_20,1502032A05#6_14
13,1433261A04#17_1,X161534A07#5_1,1502032A06
14,1433261A05#17_2,X161534A08#5_2,1463717B01#4_5
15,1438435B01#17_3,1445057B01#17_5,1463717B02#4_6
16,1438435B02#17_4,1445057B02#17_6,1463717B03#4_7
17,1457991C01#17_18,1445057B03#17_7,1463717B04#4_8
18,1457991C02#17_19,1445057B04#17_8,1463717B05#4_9
19,1457991C03#17_20,1412190C01,1463717B06#4_10
20,1457991C04#16_1,1412190C02,1463717B07#4_11
21,1457991C05#16_2,1412190C03,1463717B08#4_12
22,1457991D01#16_3,1412190C04,1463717B09#4_13
23,1457991D02#16_4,1412190C05,1463717B10#4_14
24,1459142A01#16_5,1412190C06,1549139A01#19_18
25,1459142A02#16_6,1412190C07,1549139A02#19_19
26,1459142A03#16_7,1412190C08,1549139A03#19_20
27,1459142A04#16_8,,1549139A04#20_1
28,1459142A05#16_9,,1549139A05#20_2
29,1459142A06#16_10,,
30,1459142A07#16_11,,
31,1459142A08#16_12,,
32,1459142A09#16_13,,
33,1459142A10#16_14,,
34,1459142A11#16_15,,
35,1459142A12#16_16,,
36,1493667A02#5_16,,
37,1493667A03#5_17,,
38,1493667A04#5_18,,
39,1493667A05#5_19,,
40,1493667A06#5_20,,
41,1493667A07#6_1,,
42,1493667A08#6_2,,
43,1526644A01#19_2,,
44,1526644A02#19_3,,
45,1526644A03#19_4,,
46,1526644A04#19_5,,
47,1526644A05#19_6,,
48,1526644A06#19_7,,
49,1526644A07#19_8,,
50,1526644A08#19_9,,
51,1544136A01#19_10,,
52,1544136A02#19_11,,
53,1544136A03#19_12,,
54,1544136A04#19_13,,
55,1544136A05#19_14,,
56,1544136A06#19_15,,
57,1544136A07#19_16,,
58,1544136A08#19_17,,
59,1556514A01#20_9,,
60,1556514A02#20_10,,
61,1556514A03#20_11,,
62,1556514A04#20_12,,
63,1556514A05#20_13,,
64,1556514A06#20_14,,
65,1556514A07#20_15,,
66,1556514A08#20_16,,
67,1565608A01#21_3,,
68,1565608A02#21_4,,
69,1565608A03#21_5,,
70,1565608A04#21_6,,
71,1565608A05#21_7,,
72,1565608A06#21_8,,
73,1565608A07#21_9,,
74,1565608A08#21_10,,
75,1569744A01#21_11,,
76,1569744A02#21_12,,
77,1569744A03#21_13,,
78,1569744A04#21_14,,
79,1569744A05#21_15,,
80,1569744A06#21_16,,
81,1569744A07#21_17,,
82,1569744A08#21_18,,
83,1569744A09#21_19,,
84,1569744A10#21_20,,
85,1569744A11#7_1,,
86,1569744A12#7_2,,
87,1569744A13#7_3,,
88,1569744A14#7_4,,
89,X127179A01#3_9,,
90,X127179A02#3_10,,
91,X127179A03#3_11,,
92,X127179A04#3_12,,
93,X127179A05#3_13,,
94,X127179A06#3_14,,
95,X172464A01#5_11,,
96,X172464A02#5_12,,
97,X172464A03#5_13,,
98,X172464A04#5_14,,
99,X172464A05#5_15,,
100,X172464A06#5_16,,
101,X172464A07#5_17,,
102,X172464A08#5_18,,
103,X179852A01#5_19,,
104,X179852A02#5_20,,
105,X179852A03#6_1,,
106,X179852A04#6_2,,
107,X179852A05#6_3,,
108,X179852A06#6_4,,
109,X197133A01#6_11,,
110,X197133A02#6_12,,
111,X197133A03#6_13,,
112,X197133A04#6_14,,
113,X197133A05#6_15,,
114,X197133A06#6_16,,
115,X197133A07#6_17,,
116,X197133A08#6_18,,
117,X207531C01#7_11,,
118,X207531C02#7_12,,
119,X207531C03#7_13,,
120,X207531C04#7_14,,
121,X207531C05#7_15,,
122,X207531C06#7_16,,
123,X207531C07#7_17,,
124,X207531C08#7_18,,
125,X207531C09#7_19,,
126,X207531C10#7_20,,
127,X207531C11#8_1,,
128,X207531C12#8_2,,
129,X207531C13#8_3,,
