,train,val,test
0,1375314A01#3_1,X197133A01#6_11,X207531C01#7_11
1,1375314A02#3_2,X197133A02#6_12,X207531C02#7_12
2,1375314A03#3_3,X197133A03#6_13,X207531C03#7_13
3,1375314A04#3_4,X197133A04#6_14,X207531C04#7_14
4,1375314A05#3_5,X197133A05#6_15,X207531C05#7_15
5,1375314A06#3_6,X197133A06#6_16,X207531C06#7_16
6,1375314A07#3_7,X197133A07#6_17,X207531C07#7_17
7,1375314A08#3_8,X197133A08#6_18,X207531C08#7_18
8,1390316A01#3_19,X127179A01#3_9,X207531C09#7_19
9,1390316A02#3_20,X127179A02#3_10,X207531C10#7_20
10,1390316A03#2_1,X127179A03#3_11,X207531C11#8_1
11,1394931A01#2_20,X127179A04#3_12,X207531C12#8_2
12,1394931A02#1_1,X127179A05#3_13,X207531C13#8_3
13,1394931A03#1_2,X127179A06#3_14,X207531C14#8_4
14,1394931A04#1_3,X150846A01#4_1,X207531C15#8_5
15,1396455B01#1_4,X150846A02#4_2,X207531C16#8_6
16,1396455B02#1_5,X150846A03#4_3,X207531C17#8_7
17,1396455B02#1_6,X150846A04#4_4,X207531C18#8_8
18,1396455B03#1_7,X150846A05#4_5,X207531C19#8_9
19,1396455B04#1_8,X150846A06#4_6,X207531C20#8_10
20,1396455B05#1_9,X150846A07#4_7,1457991C01#17_18
21,1396455B06#1_10,X150846A08#4_8,1457991C02#17_19
22,1430290A01#18_15,X133886A01#3_15,1457991C03#17_20
23,1430290A02#18_16,X133886A02#3_16,1457991C04#16_1
24,1430290A03#18_17,X133886A03#3_17,1457991C05#16_2
25,1433261A01#18_18,X133886A04#3_18,1457991D01#16_3
26,1433261A02,X133886A05#3_19,1457991D02#16_4
27,1433261A03#18_20,X133886A06#3_20,X155551A01#4_9
28,1433261A04#17_1,,X155551A02#4_10
29,1433261A05#17_2,,X155551A03#4_11
30,1438435B01#17_3,,X155551A04#4_12
31,1438435B02#17_4,,X155551A05#4_13
32,1459142A01#16_5,,X155551A06#4_14
33,1459142A02#16_6,,X211079A01#9_3
34,1459142A03#16_7,,X211079A02#9_4
35,1459142A04#16_8,,X211079A03#9_5
36,1459142A05#16_9,,X211079A04#9_6
37,1459142A06#16_10,,X211079A05#9_7
38,1459142A07#16_11,,X211079A06#9_8
39,1459142A08#16_12,,X211079A07#9_9
40,1459142A09#16_13,,X211079A08#9_10
41,1459142A10#16_14,,
42,1459142A11#16_15,,
43,1459142A12#16_16,,
44,1493667A02#5_16,,
45,1493667A03#5_17,,
46,1493667A04#5_18,,
47,1493667A05#5_19,,
48,1493667A06#5_20,,
49,1493667A07#6_1,,
50,1493667A08#6_2,,
51,1502032A01,,
52,1502032A02#6_11,,
53,1502032A03#6_12,,
54,1502032A04#6_13,,
55,1502032A05#6_14,,
56,1502032A06,,
57,1526644A01#19_2,,
58,1526644A02#19_3,,
59,1526644A03#19_4,,
60,1526644A04#19_5,,
61,1526644A05#19_6,,
62,1526644A06#19_7,,
63,1526644A07#19_8,,
64,1526644A08#19_9,,
65,1544136A01#19_10,,
66,1544136A02#19_11,,
67,1544136A03#19_12,,
68,1544136A04#19_13,,
69,1544136A05#19_14,,
70,1544136A06#19_15,,
71,1544136A07#19_16,,
72,1544136A08#19_17,,
73,1556514A01#20_9,,
74,1556514A02#20_10,,
75,1556514A03#20_11,,
76,1556514A04#20_12,,
77,1556514A05#20_13,,
78,1556514A06#20_14,,
79,1556514A07#20_15,,
80,1556514A08#20_16,,
81,1565608A01#21_3,,
82,1565608A02#21_4,,
83,1565608A03#21_5,,
84,1565608A04#21_6,,
85,1565608A05#21_7,,
86,1565608A06#21_8,,
87,1565608A07#21_9,,
88,1565608A08#21_10,,
89,1569744A01#21_11,,
90,1569744A02#21_12,,
91,1569744A03#21_13,,
92,1569744A04#21_14,,
93,1569744A05#21_15,,
94,1569744A06#21_16,,
95,1569744A07#21_17,,
96,1569744A08#21_18,,
97,1569744A09#21_19,,
98,1569744A10#21_20,,
99,1569744A11#7_1,,
100,1569744A12#7_2,,
101,1569744A13#7_3,,
102,1569744A14#7_4,,
103,X161534A01#4_15,,
104,X161534A02#4_16,,
105,X161534A03#4_17,,
106,X161534A04#4_18,,
107,X161534A05#4_19,,
108,X161534A06#4_20,,
109,X161534A07#5_1,,
110,X161534A08#5_2,,
111,X172464A01#5_11,,
112,X172464A02#5_12,,
113,X172464A03#5_13,,
114,X172464A04#5_14,,
115,X172464A05#5_15,,
116,X172464A06#5_16,,
117,X172464A07#5_17,,
118,X172464A08#5_18,,
119,X179852A01#5_19,,
120,X179852A02#5_20,,
121,X179852A03#6_1,,
122,X179852A04#6_2,,
123,X179852A05#6_3,,
124,X179852A06#6_4,,
125,X209790A01#8_11,,
126,X209790A02#8_12,,
127,X209790A03#8_13,,
128,X209790A04#8_14,,
129,X209790A05#8_15,,
130,X209790A06#8_16,,
131,X209790A07#8_17,,
132,X209790A08#8_18,,
133,X209790A09#8_19,,
134,X209790A10#8_20,,
135,X209790A11#9_1,,
136,X209790A12#9_2,,
137,X219408A01#9_11,,
138,X219408A02#9_12,,
139,X219408A03#9_13,,
140,X219408A04#9_14,,
141,X219408A05#9_15,,
142,X219408A06#9_16,,
143,X219408A07#9_17,,
144,X219408A08#9_18,,
145,X251184A01#11_11,,
146,X251184A02#11_12,,
147,X251184A03#11_13,,
148,X251184A04#11_14,,
149,X251184A05#11_15,,
150,X251184A06#11_16,,
151,X251184A07#11_17,,
152,X251184A08#11_18,,
153,1386008A01#3_9,,
154,1386008A02#3_10,,
155,1386008A03#3_11,,
156,1386008A04#3_12,,
157,1386008A05#3_13,,
158,1386008A06#3_14,,
159,1386008A07#3_15,,
160,1386008A08#3_16,,
161,1386008A09#3_17,,
162,1386008A10#3_18,,
163,1394025A01#2_2,,
164,1394025A02#2_3,,
165,1394025A03#2_4,,
166,1394025A04#2_5,,
167,1394025A05#2_6,,
168,1394025A06#2_7,,
169,1394025A07#2_8,,
170,1394025A08#2_9,,
171,1394025A09#2_10,,
172,1394025A10#2_11,,
173,1394250C01#2_12,,
174,1394250C02#2_13,,
175,1394250C03#2_14,,
176,1394250C04#2_15,,
177,1394250C05#2_16,,
178,1394250C06#2_17,,
179,1394250C07#2_18,,
180,1394250C08#2_19,,
181,1412190C01,,
182,1412190C02,,
183,1412190C03,,
184,1412190C04,,
185,1412190C05,,
186,1412190C06,,
187,1412190C07,,
188,1412190C08,,
189,1420083A01#18_2,,
190,1420083A02#18_3,,
191,1420083A03#18_4,,
192,1420083A04#18_5,,
193,1420083A05#18_6,,
194,1420083A06#18_7,,
195,1420083A07#18_8,,
196,1420083A08#18_9,,
197,1420083A09#18_10,,
198,1420083A10#18_11,,
199,1445057B01#17_5,,
200,1445057B02#17_6,,
201,1445057B03#17_7,,
202,1445057B04#17_8,,
203,1460108A01#16_17,,
204,1460108A02#16_18,,
205,1460108A03#16_19,,
206,1460108A04#16_20,,
207,1460108A05#4_1,,
208,1460108A06#4_2,,
209,1460108A07,,
210,1460108A08,,
211,1463717B01#4_5,,
212,1463717B02#4_6,,
213,1463717B03#4_7,,
214,1463717B04#4_8,,
215,1463717B05#4_9,,
216,1463717B06#4_10,,
217,1463717B07#4_11,,
218,1463717B08#4_12,,
219,1463717B09#4_13,,
220,1463717B10#4_14,,
221,1482921A01#4_15,,
222,1482921A02#4_16,,
223,1482921A03#4_17,,
224,1482921A04#4_18,,
225,1482921A05#4_19,,
226,1482921A06#4_20,,
227,1482921A07#5_1,,
228,1491815A01#5_8,,
229,1491815A02#5_9,,
230,1491815A03#5_10,,
231,1491815A04#5_11,,
232,1491815A05#5_12,,
233,1491815A06#5_13,,
234,1491815A07#5_14,,
235,1491815A08#5_15,,
236,1494509A01#6_3,,
237,1494509A02#6_4,,
238,1494509A03#6_5,,
239,1494509A04#6_6,,
240,1494509A05#6_7,,
241,1494509A06#6_8,,
242,1494509A07#6_9,,
243,1520691A01#6_16,,
244,1520691A02#6_17,,
245,1520691A03#6_18,,
246,1520691A04#6_19,,
247,1520691A05#6_20,,
248,1520691A06#19_1,,
249,1549139A01#19_18,,
250,1549139A02#19_19,,
251,1549139A03#19_20,,
252,1549139A04#20_1,,
253,1549139A05#20_2,,
254,1549818A01#20_3,,
255,1549818A02#20_4,,
256,1549818A03#20_5,,
257,1549818A04#20_6,,
258,1549818A05#20_7,,
259,1549818A06#20_8,,
260,1561277B01#2_1,,
261,1561277B02#2_2,,
262,1561277B03#2_3,,
263,1561277B04#2_4,,
264,1561277B05#2_5,,
265,X125675A01#2_14,,
266,X125675A02#2_15,,
267,X125675A03#2_16,,
268,X125675A04#2_17,,
269,X125675A05#2_18,,
270,X125675A06#2_19,,
271,X125675A07#2_20,,
272,X125675A08#3_1,,
273,X125675A09#3_2,,
274,X125675A10#3_3,,
275,X125675A11#3_4,,
276,X125675A12#3_5,,
277,X125675A13#3_6,,
278,X125675A14#3_7,,
279,X125675A15#3_8,,
280,X169778A01#5_3,,
281,X169778A02#5_4,,
282,X169778A03#5_5,,
283,X169778A04#5_6,,
284,X169778A05#5_7,,
285,X169778A06#5_8,,
286,X169778A07#5_9,,
287,X169778A08#5_10,,
288,X224490A01#9_19,,
289,X224490A02#9_20,,
290,X224490A03#10_1,,
291,X224490A04#10_2,,
292,X224490A05#10_3,,
293,X224490A06#10_4,,
294,X224490A07#10_5,,
295,X224490A08#10_6,,
296,X225774A01#10_7,,
297,X225774A02#10_8,,
298,X225774A03#10_9,,
299,X225774A04#10_10,,
300,X225774A05#10_11,,
301,X225774A06#10_12,,
302,X225774A07#10_13,,
303,X225774A08#10_14,,
304,X227639A01#10_15,,
305,X227639A02#10_16,,
306,X227639A03#10_17,,
307,X227639A04#10_18,,
308,X227639A05#10_19,,
309,X227639A06#10_20,,
310,X227639A07#11_1,,
311,X227639A08#11_2,,
312,X242275A01#11_3,,
313,X242275A02#11_4,,
314,X242275A03#11_5,,
315,X242275A04#11_6,,
316,X242275A05#11_7,,
317,X242275A06#11_8,,
318,X242275A07#11_9,,
319,X242275A08#11_10,,
