,train,val,test
0,1375314A01#3_1,X207531C01#7_11,X127179A01#3_9
1,1375314A02#3_2,X207531C02#7_12,X127179A02#3_10
2,1375314A03#3_3,X207531C03#7_13,X127179A03#3_11
3,1375314A04#3_4,X207531C04#7_14,X127179A04#3_12
4,1375314A05#3_5,X207531C05#7_15,X127179A05#3_13
5,1375314A06#3_6,X207531C06#7_16,X127179A06#3_14
6,1375314A07#3_7,X207531C07#7_17,X209790A01#8_11
7,1375314A08#3_8,X207531C08#7_18,X209790A02#8_12
8,1390316A01#3_19,X207531C09#7_19,X209790A03#8_13
9,1390316A02#3_20,X207531C10#7_20,X209790A04#8_14
10,1390316A03#2_1,X207531C11#8_1,X209790A05#8_15
11,1394931A01#2_20,X207531C12#8_2,X209790A06#8_16
12,1394931A02#1_1,X207531C13#8_3,X209790A07#8_17
13,1394931A03#1_2,X207531C14#8_4,X209790A08#8_18
14,1394931A04#1_3,X207531C15#8_5,X209790A09#8_19
15,1396455B01#1_4,X207531C16#8_6,X209790A10#8_20
16,1396455B02#1_5,X207531C17#8_7,X209790A11#9_1
17,1396455B02#1_6,X207531C18#8_8,X209790A12#9_2
18,1396455B03#1_7,X207531C19#8_9,1549818A01#20_3
19,1396455B04#1_8,X207531C20#8_10,1549818A02#20_4
20,1396455B05#1_9,X179852A01#5_19,1549818A03#20_5
21,1396455B06#1_10,X179852A02#5_20,1549818A04#20_6
22,1430290A01#18_15,X179852A03#6_1,1549818A05#20_7
23,1430290A02#18_16,X179852A04#6_2,1549818A06#20_8
24,1430290A03#18_17,X179852A05#6_3,1561277B01#2_1
25,1433261A01#18_18,X179852A06#6_4,1561277B02#2_2
26,1433261A02,1549139A01#19_18,1561277B03#2_3
27,1433261A03#18_20,1549139A02#19_19,1561277B04#2_4
28,1433261A04#17_1,1549139A03#19_20,1561277B05#2_5
29,1433261A05#17_2,1549139A04#20_1,
30,1438435B01#17_3,1549139A05#20_2,
31,1438435B02#17_4,1394250C01#2_12,
32,1457991C01#17_18,1394250C02#2_13,
33,1457991C02#17_19,1394250C03#2_14,
34,1457991C03#17_20,1394250C04#2_15,
35,1457991C04#16_1,1394250C05#2_16,
36,1457991C05#16_2,1394250C06#2_17,
37,1457991D01#16_3,1394250C07#2_18,
38,1457991D02#16_4,1394250C08#2_19,
39,1459142A01#16_5,,
40,1459142A02#16_6,,
41,1459142A03#16_7,,
42,1459142A04#16_8,,
43,1459142A05#16_9,,
44,1459142A06#16_10,,
45,1459142A07#16_11,,
46,1459142A08#16_12,,
47,1459142A09#16_13,,
48,1459142A10#16_14,,
49,1459142A11#16_15,,
50,1459142A12#16_16,,
51,1493667A02#5_16,,
52,1493667A03#5_17,,
53,1493667A04#5_18,,
54,1493667A05#5_19,,
55,1493667A06#5_20,,
56,1493667A07#6_1,,
57,1493667A08#6_2,,
58,1502032A01,,
59,1502032A02#6_11,,
60,1502032A03#6_12,,
61,1502032A04#6_13,,
62,1502032A05#6_14,,
63,1502032A06,,
64,1526644A01#19_2,,
65,1526644A02#19_3,,
66,1526644A03#19_4,,
67,1526644A04#19_5,,
68,1526644A05#19_6,,
69,1526644A06#19_7,,
70,1526644A07#19_8,,
71,1526644A08#19_9,,
72,1544136A01#19_10,,
73,1544136A02#19_11,,
74,1544136A03#19_12,,
75,1544136A04#19_13,,
76,1544136A05#19_14,,
77,1544136A06#19_15,,
78,1544136A07#19_16,,
79,1544136A08#19_17,,
80,1556514A01#20_9,,
81,1556514A02#20_10,,
82,1556514A03#20_11,,
83,1556514A04#20_12,,
84,1556514A05#20_13,,
85,1556514A06#20_14,,
86,1556514A07#20_15,,
87,1556514A08#20_16,,
88,1565608A01#21_3,,
89,1565608A02#21_4,,
90,1565608A03#21_5,,
91,1565608A04#21_6,,
92,1565608A05#21_7,,
93,1565608A06#21_8,,
94,1565608A07#21_9,,
95,1565608A08#21_10,,
96,1569744A01#21_11,,
97,1569744A02#21_12,,
98,1569744A03#21_13,,
99,1569744A04#21_14,,
100,1569744A05#21_15,,
101,1569744A06#21_16,,
102,1569744A07#21_17,,
103,1569744A08#21_18,,
104,1569744A09#21_19,,
105,1569744A10#21_20,,
106,1569744A11#7_1,,
107,1569744A12#7_2,,
108,1569744A13#7_3,,
109,1569744A14#7_4,,
110,X161534A01#4_15,,
111,X161534A02#4_16,,
112,X161534A03#4_17,,
113,X161534A04#4_18,,
114,X161534A05#4_19,,
115,X161534A06#4_20,,
116,X161534A07#5_1,,
117,X161534A08#5_2,,
118,X172464A01#5_11,,
119,X172464A02#5_12,,
120,X172464A03#5_13,,
121,X172464A04#5_14,,
122,X172464A05#5_15,,
123,X172464A06#5_16,,
124,X172464A07#5_17,,
125,X172464A08#5_18,,
126,X197133A01#6_11,,
127,X197133A02#6_12,,
128,X197133A03#6_13,,
129,X197133A04#6_14,,
130,X197133A05#6_15,,
131,X197133A06#6_16,,
132,X197133A07#6_17,,
133,X197133A08#6_18,,
134,X219408A01#9_11,,
135,X219408A02#9_12,,
136,X219408A03#9_13,,
137,X219408A04#9_14,,
138,X219408A05#9_15,,
139,X219408A06#9_16,,
140,X219408A07#9_17,,
141,X219408A08#9_18,,
142,X251184A01#11_11,,
143,X251184A02#11_12,,
144,X251184A03#11_13,,
145,X251184A04#11_14,,
146,X251184A05#11_15,,
147,X251184A06#11_16,,
148,X251184A07#11_17,,
149,X251184A08#11_18,,
150,1386008A01#3_9,,
151,1386008A02#3_10,,
152,1386008A03#3_11,,
153,1386008A04#3_12,,
154,1386008A05#3_13,,
155,1386008A06#3_14,,
156,1386008A07#3_15,,
157,1386008A08#3_16,,
158,1386008A09#3_17,,
159,1386008A10#3_18,,
160,1394025A01#2_2,,
161,1394025A02#2_3,,
162,1394025A03#2_4,,
163,1394025A04#2_5,,
164,1394025A05#2_6,,
165,1394025A06#2_7,,
166,1394025A07#2_8,,
167,1394025A08#2_9,,
168,1394025A09#2_10,,
169,1394025A10#2_11,,
170,1412190C01,,
171,1412190C02,,
172,1412190C03,,
173,1412190C04,,
174,1412190C05,,
175,1412190C06,,
176,1412190C07,,
177,1412190C08,,
178,1420083A01#18_2,,
179,1420083A02#18_3,,
180,1420083A03#18_4,,
181,1420083A04#18_5,,
182,1420083A05#18_6,,
183,1420083A06#18_7,,
184,1420083A07#18_8,,
185,1420083A08#18_9,,
186,1420083A09#18_10,,
187,1420083A10#18_11,,
188,1445057B01#17_5,,
189,1445057B02#17_6,,
190,1445057B03#17_7,,
191,1445057B04#17_8,,
192,1460108A01#16_17,,
193,1460108A02#16_18,,
194,1460108A03#16_19,,
195,1460108A04#16_20,,
196,1460108A05#4_1,,
197,1460108A06#4_2,,
198,1460108A07,,
199,1460108A08,,
200,1463717B01#4_5,,
201,1463717B02#4_6,,
202,1463717B03#4_7,,
203,1463717B04#4_8,,
204,1463717B05#4_9,,
205,1463717B06#4_10,,
206,1463717B07#4_11,,
207,1463717B08#4_12,,
208,1463717B09#4_13,,
209,1463717B10#4_14,,
210,1482921A01#4_15,,
211,1482921A02#4_16,,
212,1482921A03#4_17,,
213,1482921A04#4_18,,
214,1482921A05#4_19,,
215,1482921A06#4_20,,
216,1482921A07#5_1,,
217,1491815A01#5_8,,
218,1491815A02#5_9,,
219,1491815A03#5_10,,
220,1491815A04#5_11,,
221,1491815A05#5_12,,
222,1491815A06#5_13,,
223,1491815A07#5_14,,
224,1491815A08#5_15,,
225,1494509A01#6_3,,
226,1494509A02#6_4,,
227,1494509A03#6_5,,
228,1494509A04#6_6,,
229,1494509A05#6_7,,
230,1494509A06#6_8,,
231,1494509A07#6_9,,
232,1520691A01#6_16,,
233,1520691A02#6_17,,
234,1520691A03#6_18,,
235,1520691A04#6_19,,
236,1520691A05#6_20,,
237,1520691A06#19_1,,
238,X125675A01#2_14,,
239,X125675A02#2_15,,
240,X125675A03#2_16,,
241,X125675A04#2_17,,
242,X125675A05#2_18,,
243,X125675A06#2_19,,
244,X125675A07#2_20,,
245,X125675A08#3_1,,
246,X125675A09#3_2,,
247,X125675A10#3_3,,
248,X125675A11#3_4,,
249,X125675A12#3_5,,
250,X125675A13#3_6,,
251,X125675A14#3_7,,
252,X125675A15#3_8,,
253,X133886A01#3_15,,
254,X133886A02#3_16,,
255,X133886A03#3_17,,
256,X133886A04#3_18,,
257,X133886A05#3_19,,
258,X133886A06#3_20,,
259,X150846A01#4_1,,
260,X150846A02#4_2,,
261,X150846A03#4_3,,
262,X150846A04#4_4,,
263,X150846A05#4_5,,
264,X150846A06#4_6,,
265,X150846A07#4_7,,
266,X150846A08#4_8,,
267,X155551A01#4_9,,
268,X155551A02#4_10,,
269,X155551A03#4_11,,
270,X155551A04#4_12,,
271,X155551A05#4_13,,
272,X155551A06#4_14,,
273,X169778A01#5_3,,
274,X169778A02#5_4,,
275,X169778A03#5_5,,
276,X169778A04#5_6,,
277,X169778A05#5_7,,
278,X169778A06#5_8,,
279,X169778A07#5_9,,
280,X169778A08#5_10,,
281,X211079A01#9_3,,
282,X211079A02#9_4,,
283,X211079A03#9_5,,
284,X211079A04#9_6,,
285,X211079A05#9_7,,
286,X211079A06#9_8,,
287,X211079A07#9_9,,
288,X211079A08#9_10,,
289,X224490A01#9_19,,
290,X224490A02#9_20,,
291,X224490A03#10_1,,
292,X224490A04#10_2,,
293,X224490A05#10_3,,
294,X224490A06#10_4,,
295,X224490A07#10_5,,
296,X224490A08#10_6,,
297,X225774A01#10_7,,
298,X225774A02#10_8,,
299,X225774A03#10_9,,
300,X225774A04#10_10,,
301,X225774A05#10_11,,
302,X225774A06#10_12,,
303,X225774A07#10_13,,
304,X225774A08#10_14,,
305,X227639A01#10_15,,
306,X227639A02#10_16,,
307,X227639A03#10_17,,
308,X227639A04#10_18,,
309,X227639A05#10_19,,
310,X227639A06#10_20,,
311,X227639A07#11_1,,
312,X227639A08#11_2,,
313,X242275A01#11_3,,
314,X242275A02#11_4,,
315,X242275A03#11_5,,
316,X242275A04#11_6,,
317,X242275A05#11_7,,
318,X242275A06#11_8,,
319,X242275A07#11_9,,
320,X242275A08#11_10,,
