,train,val,test
0,26807_0,18836_0,13957_0
1,26791_0,18837_0,26858_0
2,13980_0,18836_1,19693_0
3,19669_0,13964_0,18831_0
4,26848_0,26834_0,13963_0
5,18849_0,19691_0,13955_0
6,26787_0,26802_0,26825_0
7,18843_1,18832_0,26815_0
8,26843_0,26851_0,13976_0
9,26801_0,13954_0,19690_0
10,19667_0,13966_0,26823_0
11,13980_1,26831_0,26813_0
12,18847_0,19695_0,19676_0
13,26803_0,26798_0,19692_0
14,26850_0,13972_0,
15,26844_0,13972_1,
16,26795_0,,
17,26817_0,,
18,13958_0,,
19,19694_0,,
20,18827_2,,
21,13973_1,,
22,26833_0,,
23,18848_6,,
24,26835_0,,
25,18847_6,,
26,13961_0,,
27,13978_1,,
28,18847_8,,
29,13971_0,,
30,13978_0,,
31,18849_1,,
32,19697_0,,
33,18852_0,,
34,13952_1,,
35,18847_9,,
36,19674_0,,
37,26809_0,,
38,18841_0,,
39,18843_0,,
40,13979_0,,
41,26846_0,,
42,13958_3,,
43,18827_0,,
44,13983_0,,
45,13958_1,,
46,18847_4,,
47,18848_1,,
48,26838_0,,
49,18848_5,,
50,26789_0,,
51,18849_2,,
52,26824_0,,
53,26839_0,,
54,19681_0,,
55,18847_1,,
56,18840_4,,
57,18840_3,,
58,13959_0,,
59,26806_0,,
60,26816_0,,
61,13973_0,,
62,26832_0,,
63,13977_1,,
64,18841_2,,
65,13983_1,,
66,26828_0,,
67,26822_0,,
68,19685_0,,
69,13965_2,,
70,26855_0,,
71,18847_10,,
72,18847_5,,
73,13962_0,,
74,13981_1,,
75,26826_0,,
76,26821_0,,
77,13977_0,,
78,13974_1,,
79,19672_0,,
80,13961_1,,
81,18845_0,,
82,26847_0,,
83,18848_4,,
84,19675_0,,
85,19689_0,,
86,13953_0,,
87,26805_0,,
88,26814_0,,
89,18844_0,,
90,18846_0,,
91,18848_3,,
92,26853_0,,
93,18840_1,,
94,18835_0,,
95,26811_0,,
96,13975_0,,
97,19677_0,,
98,18848_2,,
99,26842_0,,
100,26841_0,,
101,19684_0,,
102,19700_0,,
103,18840_5,,
104,26794_0,,
105,13965_0,,
106,26790_0,,
107,18829_0,,
108,13953_1,,
109,18840_2,,
110,26849_0,,
111,13983_3,,
112,26845_0,,
113,19698_0,,
114,26788_0,,
115,18833_0,,
116,18841_1,,
117,13952_0,,
118,26829_0,,
119,13962_1,,
120,18847_7,,
121,13965_1,,
122,18827_1,,
123,13981_0,,
124,13958_2,,
125,26808_0,,
126,26820_0,,
127,13983_2,,
128,18842_0,,
129,18847_2,,
130,13974_0,,
131,18830_0,,
132,18848_0,,
133,13973_2,,
134,26857_0,,
135,13977_2,,
136,19680_0,,
137,26799_0,,
138,26804_0,,
139,13980_2,,
140,18834_0,,
141,18840_0,,
142,19678_0,,
143,26800_0,,
144,13960_0,,
145,18838_0,,
146,26810_0,,
147,26859_0,,
148,18839_0,,
149,18851_0,,
150,18847_3,,
151,26793_0,,
152,26797_0,,
