,train,val,test
0,26807_0,26787_0,26843_0
1,26791_0,19667_0,13973_1
2,13980_0,18848_6,26833_0
3,19669_0,26835_0,13971_0
4,26848_0,18848_1,26838_0
5,18849_0,18848_5,13973_0
6,18843_1,26824_0,19689_0
7,18836_0,26828_0,13966_0
8,26801_0,19685_0,26815_0
9,13980_1,26851_0,18844_0
10,18847_0,18848_4,13973_2
11,26803_0,26805_0,19676_0
12,26850_0,26814_0,18834_0
13,26844_0,13976_0,19678_0
14,26795_0,18848_3,13960_0
15,26817_0,18848_2,18851_0
16,18837_0,19700_0,
17,13958_0,26808_0,
18,19694_0,18848_0,
19,18827_2,26804_0,
20,18836_1,,
21,18847_6,,
22,13961_0,,
23,13978_1,,
24,18847_8,,
25,13964_0,,
26,13978_0,,
27,18849_1,,
28,19697_0,,
29,26834_0,,
30,19691_0,,
31,18852_0,,
32,13952_1,,
33,18847_9,,
34,19674_0,,
35,26809_0,,
36,18841_0,,
37,18843_0,,
38,13979_0,,
39,13957_0,,
40,26846_0,,
41,13958_3,,
42,18827_0,,
43,13983_0,,
44,13958_1,,
45,18847_4,,
46,26858_0,,
47,26802_0,,
48,26789_0,,
49,18849_2,,
50,26839_0,,
51,19681_0,,
52,18847_1,,
53,18840_4,,
54,18840_3,,
55,13959_0,,
56,26806_0,,
57,26816_0,,
58,19693_0,,
59,26832_0,,
60,13977_1,,
61,18841_2,,
62,18832_0,,
63,13983_1,,
64,26822_0,,
65,13965_2,,
66,26855_0,,
67,18847_10,,
68,18847_5,,
69,13962_0,,
70,13981_1,,
71,26826_0,,
72,26821_0,,
73,13977_0,,
74,13974_1,,
75,19672_0,,
76,13961_1,,
77,18845_0,,
78,18831_0,,
79,13963_0,,
80,26847_0,,
81,13955_0,,
82,19675_0,,
83,13954_0,,
84,13953_0,,
85,26825_0,,
86,18846_0,,
87,26853_0,,
88,18840_1,,
89,18835_0,,
90,26811_0,,
91,13975_0,,
92,19677_0,,
93,19690_0,,
94,26831_0,,
95,26842_0,,
96,26841_0,,
97,19684_0,,
98,18840_5,,
99,26794_0,,
100,13965_0,,
101,26790_0,,
102,18829_0,,
103,13953_1,,
104,18840_2,,
105,26849_0,,
106,13983_3,,
107,26845_0,,
108,19698_0,,
109,26788_0,,
110,26823_0,,
111,18833_0,,
112,18841_1,,
113,26813_0,,
114,13952_0,,
115,26829_0,,
116,19695_0,,
117,26798_0,,
118,13962_1,,
119,18847_7,,
120,13965_1,,
121,18827_1,,
122,13981_0,,
123,13958_2,,
124,26820_0,,
125,13983_2,,
126,18842_0,,
127,18847_2,,
128,13974_0,,
129,18830_0,,
130,26857_0,,
131,13977_2,,
132,19680_0,,
133,26799_0,,
134,13980_2,,
135,18840_0,,
136,13972_0,,
137,26800_0,,
138,18838_0,,
139,26810_0,,
140,26859_0,,
141,19692_0,,
142,18839_0,,
143,18847_3,,
144,26793_0,,
145,13972_1,,
146,26797_0,,
