,train,val,test
0,26807_0,19694_0,18836_0
1,26791_0,13973_1,26817_0
2,13980_0,13971_0,13958_0
3,19669_0,13973_0,18836_1
4,26848_0,26828_0,13958_3
5,18849_0,19685_0,13958_1
6,26787_0,13965_2,19681_0
7,18843_1,18835_0,26806_0
8,26843_0,19690_0,19693_0
9,26801_0,26794_0,26855_0
10,19667_0,13965_0,26826_0
11,13980_1,26790_0,26821_0
12,18847_0,18829_0,13976_0
13,26803_0,26813_0,26831_0
14,26850_0,13965_1,18833_0
15,26844_0,13973_2,26829_0
16,26795_0,18839_0,13958_2
17,18837_0,18851_0,26793_0
18,18827_2,,
19,26833_0,,
20,18848_6,,
21,26835_0,,
22,18847_6,,
23,13961_0,,
24,13978_1,,
25,18847_8,,
26,13964_0,,
27,13978_0,,
28,18849_1,,
29,19697_0,,
30,26834_0,,
31,19691_0,,
32,18852_0,,
33,13952_1,,
34,18847_9,,
35,19674_0,,
36,26809_0,,
37,18841_0,,
38,18843_0,,
39,13979_0,,
40,13957_0,,
41,26846_0,,
42,18827_0,,
43,13983_0,,
44,18847_4,,
45,18848_1,,
46,26858_0,,
47,26802_0,,
48,26838_0,,
49,18848_5,,
50,26789_0,,
51,18849_2,,
52,26824_0,,
53,26839_0,,
54,18847_1,,
55,18840_4,,
56,18840_3,,
57,13959_0,,
58,26816_0,,
59,26832_0,,
60,13977_1,,
61,18841_2,,
62,18832_0,,
63,13983_1,,
64,26822_0,,
65,26851_0,,
66,18847_10,,
67,18847_5,,
68,13962_0,,
69,13981_1,,
70,13977_0,,
71,13974_1,,
72,19672_0,,
73,13961_1,,
74,18845_0,,
75,18831_0,,
76,13963_0,,
77,26847_0,,
78,13955_0,,
79,18848_4,,
80,19675_0,,
81,13954_0,,
82,19689_0,,
83,13966_0,,
84,13953_0,,
85,26825_0,,
86,26805_0,,
87,26814_0,,
88,26815_0,,
89,18844_0,,
90,18846_0,,
91,18848_3,,
92,26853_0,,
93,18840_1,,
94,26811_0,,
95,13975_0,,
96,19677_0,,
97,18848_2,,
98,26842_0,,
99,26841_0,,
100,19684_0,,
101,19700_0,,
102,18840_5,,
103,13953_1,,
104,18840_2,,
105,26849_0,,
106,13983_3,,
107,26845_0,,
108,19698_0,,
109,26788_0,,
110,26823_0,,
111,18841_1,,
112,13952_0,,
113,19695_0,,
114,26798_0,,
115,13962_1,,
116,18847_7,,
117,18827_1,,
118,13981_0,,
119,26808_0,,
120,26820_0,,
121,13983_2,,
122,18842_0,,
123,18847_2,,
124,13974_0,,
125,18830_0,,
126,18848_0,,
127,26857_0,,
128,13977_2,,
129,19680_0,,
130,26799_0,,
131,26804_0,,
132,19676_0,,
133,13980_2,,
134,18834_0,,
135,18840_0,,
136,13972_0,,
137,19678_0,,
138,26800_0,,
139,13960_0,,
140,18838_0,,
141,26810_0,,
142,26859_0,,
143,19692_0,,
144,18847_3,,
145,13972_1,,
146,26797_0,,
