,train,val,test
0,26791_0,26807_0,26801_0
1,13980_0,18849_0,26795_0
2,19669_0,26787_0,26835_0
3,26848_0,13973_1,13964_0
4,18843_1,13978_1,13981_1
5,26843_0,13978_0,13974_1
6,18836_0,18849_1,19684_0
7,19667_0,13979_0,26790_0
8,13980_1,13983_0,26849_0
9,18847_0,18849_2,26788_0
10,26803_0,18840_4,13981_0
11,26850_0,18840_3,13974_0
12,26844_0,13973_0,19676_0
13,26817_0,13983_1,13972_0
14,18837_0,13965_2,19678_0
15,13958_0,26851_0,26793_0
16,19694_0,13962_0,13972_1
17,18827_2,13976_0,
18,18836_1,18840_1,
19,26833_0,18840_5,
20,18848_6,13965_0,
21,18847_6,18840_2,
22,13961_0,13983_3,
23,18847_8,19698_0,
24,13971_0,13962_1,
25,19697_0,13965_1,
26,26834_0,13983_2,
27,19691_0,13973_2,
28,18852_0,26804_0,
29,13952_1,18840_0,
30,18847_9,,
31,19674_0,,
32,26809_0,,
33,18841_0,,
34,18843_0,,
35,13957_0,,
36,26846_0,,
37,13958_3,,
38,18827_0,,
39,13958_1,,
40,18847_4,,
41,18848_1,,
42,26858_0,,
43,26802_0,,
44,26838_0,,
45,18848_5,,
46,26789_0,,
47,26824_0,,
48,26839_0,,
49,19681_0,,
50,18847_1,,
51,13959_0,,
52,26806_0,,
53,26816_0,,
54,19693_0,,
55,26832_0,,
56,13977_1,,
57,18841_2,,
58,18832_0,,
59,26828_0,,
60,26822_0,,
61,19685_0,,
62,26855_0,,
63,18847_10,,
64,18847_5,,
65,26826_0,,
66,26821_0,,
67,13977_0,,
68,19672_0,,
69,13961_1,,
70,18845_0,,
71,18831_0,,
72,13963_0,,
73,26847_0,,
74,13955_0,,
75,18848_4,,
76,19675_0,,
77,13954_0,,
78,19689_0,,
79,13966_0,,
80,13953_0,,
81,26825_0,,
82,26805_0,,
83,26814_0,,
84,26815_0,,
85,18844_0,,
86,18846_0,,
87,18848_3,,
88,26853_0,,
89,18835_0,,
90,26811_0,,
91,13975_0,,
92,19677_0,,
93,19690_0,,
94,26831_0,,
95,18848_2,,
96,26842_0,,
97,26841_0,,
98,19700_0,,
99,26794_0,,
100,18829_0,,
101,13953_1,,
102,26845_0,,
103,26823_0,,
104,18833_0,,
105,18841_1,,
106,26813_0,,
107,13952_0,,
108,26829_0,,
109,19695_0,,
110,26798_0,,
111,18847_7,,
112,18827_1,,
113,13958_2,,
114,26808_0,,
115,26820_0,,
116,18842_0,,
117,18847_2,,
118,18830_0,,
119,18848_0,,
120,26857_0,,
121,13977_2,,
122,19680_0,,
123,26799_0,,
124,13980_2,,
125,18834_0,,
126,26800_0,,
127,13960_0,,
128,18838_0,,
129,26810_0,,
130,26859_0,,
131,19692_0,,
132,18839_0,,
133,18851_0,,
134,18847_3,,
135,26797_0,,
