,train,val,test
0,26807_0,26787_0,19669_0
1,26791_0,18836_0,26843_0
2,13980_0,26817_0,19667_0
3,26848_0,18836_1,18847_0
4,18849_0,13979_0,18847_6
5,18843_1,13957_0,18847_8
6,26801_0,13959_0,18847_9
7,13980_1,26847_0,18847_4
8,26803_0,19689_0,18847_1
9,26850_0,18846_0,26806_0
10,26844_0,26788_0,18847_10
11,26795_0,26829_0,18847_5
12,18837_0,26798_0,19672_0
13,13958_0,26820_0,18845_0
14,19694_0,26810_0,13954_0
15,18827_2,,26805_0
16,13973_1,,26842_0
17,26833_0,,26794_0
18,18848_6,,18847_7
19,26835_0,,18842_0
20,13961_0,,18847_2
21,13978_1,,26859_0
22,13964_0,,18847_3
23,13971_0,,26793_0
24,13978_0,,
25,18849_1,,
26,19697_0,,
27,26834_0,,
28,19691_0,,
29,18852_0,,
30,13952_1,,
31,19674_0,,
32,26809_0,,
33,18841_0,,
34,18843_0,,
35,26846_0,,
36,13958_3,,
37,18827_0,,
38,13983_0,,
39,13958_1,,
40,18848_1,,
41,26858_0,,
42,26802_0,,
43,26838_0,,
44,18848_5,,
45,26789_0,,
46,18849_2,,
47,26824_0,,
48,26839_0,,
49,19681_0,,
50,18840_4,,
51,18840_3,,
52,26816_0,,
53,13973_0,,
54,19693_0,,
55,26832_0,,
56,13977_1,,
57,18841_2,,
58,18832_0,,
59,13983_1,,
60,26828_0,,
61,26822_0,,
62,19685_0,,
63,13965_2,,
64,26851_0,,
65,26855_0,,
66,13962_0,,
67,13981_1,,
68,26826_0,,
69,26821_0,,
70,13977_0,,
71,13974_1,,
72,13961_1,,
73,18831_0,,
74,13963_0,,
75,13955_0,,
76,18848_4,,
77,19675_0,,
78,13966_0,,
79,13953_0,,
80,26825_0,,
81,26814_0,,
82,26815_0,,
83,18844_0,,
84,13976_0,,
85,18848_3,,
86,26853_0,,
87,18840_1,,
88,18835_0,,
89,26811_0,,
90,13975_0,,
91,19677_0,,
92,19690_0,,
93,26831_0,,
94,18848_2,,
95,26841_0,,
96,19684_0,,
97,19700_0,,
98,18840_5,,
99,13965_0,,
100,26790_0,,
101,18829_0,,
102,13953_1,,
103,18840_2,,
104,26849_0,,
105,13983_3,,
106,26845_0,,
107,19698_0,,
108,26823_0,,
109,18833_0,,
110,18841_1,,
111,26813_0,,
112,13952_0,,
113,19695_0,,
114,13962_1,,
115,13965_1,,
116,18827_1,,
117,13981_0,,
118,13958_2,,
119,26808_0,,
120,13983_2,,
121,13974_0,,
122,18830_0,,
123,18848_0,,
124,13973_2,,
125,26857_0,,
126,13977_2,,
127,19680_0,,
128,26799_0,,
129,26804_0,,
130,19676_0,,
131,13980_2,,
132,18834_0,,
133,18840_0,,
134,13972_0,,
135,19678_0,,
136,26800_0,,
137,13960_0,,
138,18838_0,,
139,19692_0,,
140,18839_0,,
141,18851_0,,
142,13972_1,,
143,26797_0,,
