,train,val,test
0,26807_0,13980_0,26817_0
1,26791_0,13980_1,13961_0
2,19669_0,26850_0,13971_0
3,26848_0,18837_0,19697_0
4,18849_0,13978_1,13952_1
5,26787_0,13978_0,26838_0
6,18843_1,26834_0,26824_0
7,26843_0,26789_0,26822_0
8,18836_0,26832_0,26821_0
9,26801_0,19689_0,13961_1
10,19667_0,19700_0,18845_0
11,18847_0,19698_0,18831_0
12,26803_0,19680_0,19684_0
13,26844_0,19676_0,26849_0
14,26795_0,13980_2,13952_0
15,13958_0,19678_0,26829_0
16,19694_0,19692_0,
17,18827_2,,
18,13973_1,,
19,18836_1,,
20,26833_0,,
21,18848_6,,
22,26835_0,,
23,18847_6,,
24,18847_8,,
25,13964_0,,
26,18849_1,,
27,19691_0,,
28,18852_0,,
29,18847_9,,
30,19674_0,,
31,26809_0,,
32,18841_0,,
33,18843_0,,
34,13979_0,,
35,13957_0,,
36,26846_0,,
37,13958_3,,
38,18827_0,,
39,13983_0,,
40,13958_1,,
41,18847_4,,
42,18848_1,,
43,26858_0,,
44,26802_0,,
45,18848_5,,
46,18849_2,,
47,26839_0,,
48,19681_0,,
49,18847_1,,
50,18840_4,,
51,18840_3,,
52,13959_0,,
53,26806_0,,
54,26816_0,,
55,13973_0,,
56,19693_0,,
57,13977_1,,
58,18841_2,,
59,18832_0,,
60,13983_1,,
61,26828_0,,
62,19685_0,,
63,13965_2,,
64,26851_0,,
65,26855_0,,
66,18847_10,,
67,18847_5,,
68,13962_0,,
69,13981_1,,
70,26826_0,,
71,13977_0,,
72,13974_1,,
73,19672_0,,
74,13963_0,,
75,26847_0,,
76,13955_0,,
77,18848_4,,
78,19675_0,,
79,13954_0,,
80,13966_0,,
81,13953_0,,
82,26825_0,,
83,26805_0,,
84,26814_0,,
85,26815_0,,
86,18844_0,,
87,18846_0,,
88,13976_0,,
89,18848_3,,
90,26853_0,,
91,18840_1,,
92,18835_0,,
93,26811_0,,
94,13975_0,,
95,19677_0,,
96,19690_0,,
97,26831_0,,
98,18848_2,,
99,26842_0,,
100,26841_0,,
101,18840_5,,
102,26794_0,,
103,13965_0,,
104,26790_0,,
105,18829_0,,
106,13953_1,,
107,18840_2,,
108,13983_3,,
109,26845_0,,
110,26788_0,,
111,26823_0,,
112,18833_0,,
113,18841_1,,
114,26813_0,,
115,19695_0,,
116,26798_0,,
117,13962_1,,
118,18847_7,,
119,13965_1,,
120,18827_1,,
121,13981_0,,
122,13958_2,,
123,26808_0,,
124,26820_0,,
125,13983_2,,
126,18842_0,,
127,18847_2,,
128,13974_0,,
129,18830_0,,
130,18848_0,,
131,13973_2,,
132,26857_0,,
133,13977_2,,
134,26799_0,,
135,26804_0,,
136,18834_0,,
137,18840_0,,
138,13972_0,,
139,26800_0,,
140,13960_0,,
141,18838_0,,
142,26810_0,,
143,26859_0,,
144,18839_0,,
145,18851_0,,
146,18847_3,,
147,26793_0,,
148,13972_1,,
149,26797_0,,
