,train,val,test
0,tcga_TCGA-G8-6326,tcga_TCGA-RQ-A68N,tcga_TCGA-FF-8041
1,tcga_TCGA-G8-6325,tcga_TCGA-GS-A9TX,tcga_TCGA-GR-7351
2,tcga_TCGA-GS-A9TY,tcga_TCGA-G8-6909,tcga_TCGA-GS-A9TU
3,tcga_TCGA-FM-8000,tcga_TCGA-GS-A9TV,tcga_TCGA-FA-A82F
4,tcga_TCGA-G8-6906,nanchang_1394025A01#2_2,nanchang_1561277B01#2_1
5,tcga_TCGA-GS-A9TW,nanchang_1394025A02#2_3,nanchang_1561277B02#2_2
6,tcga_TCGA-FA-A7Q1,nanchang_1394025A03#2_4,nanchang_1561277B03#2_3
7,tcga_TCGA-FA-A6HN,nanchang_1394025A04#2_5,nanchang_1561277B04#2_4
8,tcga_TCGA-G8-6324,nanchang_1394025A05#2_6,nanchang_1561277B05#2_5
9,tcga_TCGA-FF-8043,nanchang_1394025A06#2_7,nanchang_X224490A01#9_19
10,tcga_TCGA-FF-8047,nanchang_1394025A07#2_8,nanchang_X224490A02#9_20
11,tcga_TCGA-GR-7353,nanchang_1394025A08#2_9,nanchang_X224490A03#10_1
12,tcga_TCGA-GS-A9U4,nanchang_1394025A09#2_10,nanchang_X224490A04#10_2
13,tcga_TCGA-FF-8046,nanchang_1394025A10#2_11,nanchang_X224490A05#10_3
14,tcga_TCGA-RQ-AAAT,nanchang_1396455B01#1_4,nanchang_X224490A06#10_4
15,tcga_TCGA-FA-8693,nanchang_1396455B02#1_5,nanchang_X224490A07#10_5
16,tcga_TCGA-GR-A4D6,nanchang_1396455B02#1_6,nanchang_X224490A08#10_6
17,tcga_TCGA-FA-A7DS,nanchang_1396455B03#1_7,nanchang_X227639A01#10_15
18,tcga_TCGA-G8-6907,nanchang_1396455B04#1_8,nanchang_X227639A02#10_16
19,tcga_TCGA-GR-A4D9,nanchang_1396455B05#1_9,nanchang_X227639A03#10_17
20,tcga_TCGA-GS-A9TT,nanchang_1396455B06#1_10,nanchang_X227639A04#10_18
21,tcga_TCGA-FA-A6HO,nanchang_1412190C01,nanchang_X227639A05#10_19
22,tcga_TCGA-GS-A9TQ,nanchang_1412190C02,nanchang_X227639A06#10_20
23,tcga_TCGA-FF-8061,nanchang_1412190C03,nanchang_X227639A07#11_1
24,tcga_TCGA-GR-A4D4,nanchang_1412190C04,nanchang_X227639A08#11_2
25,tcga_TCGA-FA-A4BB,nanchang_1412190C05,morph_26843_0
26,tcga_TCGA-G8-6914,nanchang_1412190C06,morph_19691_0
27,tcga_TCGA-GR-A4D5,nanchang_1412190C07,morph_19674_0
28,tcga_TCGA-RQ-A6JB,nanchang_1412190C08,morph_26838_0
29,tcga_TCGA-GS-A9U3,nanchang_1502032A01,morph_18840_4
30,tcga_TCGA-FA-A4XK,nanchang_1502032A02#6_11,morph_18840_3
31,nanchang_1375314A01#3_1,nanchang_1502032A03#6_12,morph_26815_0
32,nanchang_1375314A02#3_2,nanchang_1502032A04#6_13,morph_18840_1
33,nanchang_1375314A03#3_3,nanchang_1502032A05#6_14,morph_13975_0
34,nanchang_1375314A04#3_4,nanchang_1502032A06,morph_26831_0
35,nanchang_1375314A05#3_5,nanchang_1549139A01#19_18,morph_18840_5
