,train,val,test
0,1375314A01#3_1,X127179A01#3_9,1457991C01#17_18
1,1375314A02#3_2,X127179A02#3_10,1457991C02#17_19
2,1375314A03#3_3,X127179A03#3_11,1457991C03#17_20
3,1375314A04#3_4,X127179A04#3_12,1457991C04#16_1
4,1375314A05#3_5,X127179A05#3_13,1457991C05#16_2
5,1375314A06#3_6,X127179A06#3_14,1457991D01#16_3
6,1375314A07#3_7,X133886A01#3_15,1457991D02#16_4
7,1375314A08#3_8,X133886A02#3_16,X155551A01#4_9
8,1386008A01#3_9,X133886A03#3_17,X155551A02#4_10
9,1386008A02#3_10,X133886A04#3_18,X155551A03#4_11
10,1386008A03#3_11,X133886A05#3_19,X155551A04#4_12
11,1386008A04#3_12,X133886A06#3_20,X155551A05#4_13
12,1386008A05#3_13,X150846A01#4_1,X155551A06#4_14
13,1386008A06#3_14,X150846A02#4_2,X207531C01#7_11
14,1386008A07#3_15,X150846A03#4_3,X207531C02#7_12
15,1386008A08#3_16,X150846A04#4_4,X207531C03#7_13
16,1386008A09#3_17,X150846A05#4_5,X207531C04#7_14
17,1386008A10#3_18,X150846A06#4_6,X207531C05#7_15
18,1390316A01#3_19,X150846A07#4_7,X207531C06#7_16
19,1390316A02#3_20,X150846A08#4_8,X207531C07#7_17
20,1390316A03#2_1,X197133A01#6_11,X207531C08#7_18
21,1394025A01#2_2,X197133A02#6_12,X207531C09#7_19
22,1394025A02#2_3,X197133A03#6_13,X207531C10#7_20
23,1394025A03#2_4,X197133A04#6_14,X207531C11#8_1
24,1394025A04#2_5,X197133A05#6_15,X207531C12#8_2
25,1394025A05#2_6,X197133A06#6_16,X207531C13#8_3
26,1394025A06#2_7,X197133A07#6_17,X207531C14#8_4
27,1394025A07#2_8,X197133A08#6_18,X207531C15#8_5
28,1394025A08#2_9,,X207531C16#8_6
29,1394025A09#2_10,,X207531C17#8_7
30,1394025A10#2_11,,X207531C18#8_8
31,1394250C01#2_12,,X207531C19#8_9
32,1394250C02#2_13,,X207531C20#8_10
33,1394250C03#2_14,,X211079A01#9_3
34,1394250C04#2_15,,X211079A02#9_4
35,1394250C05#2_16,,X211079A03#9_5
36,1394250C06#2_17,,X211079A04#9_6
37,1394250C07#2_18,,X211079A05#9_7
38,1394250C08#2_19,,X211079A06#9_8
39,1394931A01#2_20,,X211079A07#9_9
40,1394931A02#1_1,,X211079A08#9_10
41,1394931A03#1_2,,
42,1394931A04#1_3,,
43,1396455B01#1_4,,
44,1396455B02#1_5,,
45,1396455B02#1_6,,
46,1396455B03#1_7,,
47,1396455B04#1_8,,
48,1396455B05#1_9,,
49,1396455B06#1_10,,
50,1412190C01,,
51,1412190C02,,
52,1412190C03,,
53,1412190C04,,
54,1412190C05,,
55,1412190C06,,
56,1412190C07,,
57,1412190C08,,
58,1420083A01#18_2,,
59,1420083A02#18_3,,
60,1420083A03#18_4,,
61,1420083A04#18_5,,
62,1420083A05#18_6,,
63,1420083A06#18_7,,
64,1420083A07#18_8,,
65,1420083A08#18_9,,
66,1420083A09#18_10,,
67,1420083A10#18_11,,
68,1430290A01#18_15,,
69,1430290A02#18_16,,
70,1430290A03#18_17,,
71,1433261A01#18_18,,
72,1433261A02,,
73,1433261A03#18_20,,
74,1433261A04#17_1,,
75,1433261A05#17_2,,
76,1438435B01#17_3,,
77,1438435B02#17_4,,
78,1445057B01#17_5,,
79,1445057B02#17_6,,
80,1445057B03#17_7,,
81,1445057B04#17_8,,
82,1459142A01#16_5,,
83,1459142A02#16_6,,
84,1459142A03#16_7,,
85,1459142A04#16_8,,
86,1459142A05#16_9,,
87,1459142A06#16_10,,
88,1459142A07#16_11,,
89,1459142A08#16_12,,
90,1459142A09#16_13,,
91,1459142A10#16_14,,
92,1459142A11#16_15,,
93,1459142A12#16_16,,
94,1460108A01#16_17,,
95,1460108A02#16_18,,
96,1460108A03#16_19,,
97,1460108A04#16_20,,
98,1460108A05#4_1,,
99,1460108A06#4_2,,
100,1460108A07,,
101,1460108A08,,
102,1463717B01#4_5,,
103,1463717B02#4_6,,
104,1463717B03#4_7,,
105,1463717B04#4_8,,
106,1463717B05#4_9,,
107,1463717B06#4_10,,
108,1463717B07#4_11,,
109,1463717B08#4_12,,
110,1463717B09#4_13,,
111,1463717B10#4_14,,
112,1482921A01#4_15,,
113,1482921A02#4_16,,
114,1482921A03#4_17,,
115,1482921A04#4_18,,
116,1482921A05#4_19,,
117,1482921A06#4_20,,
118,1482921A07#5_1,,
119,1491815A01#5_8,,
120,1491815A02#5_9,,
121,1491815A03#5_10,,
122,1491815A04#5_11,,
123,1491815A05#5_12,,
124,1491815A06#5_13,,
125,1491815A07#5_14,,
126,1491815A08#5_15,,
127,1493667A02#5_16,,
128,1493667A03#5_17,,
129,1493667A04#5_18,,
130,1493667A05#5_19,,
131,1493667A06#5_20,,
132,1493667A07#6_1,,
133,1493667A08#6_2,,
134,1494509A01#6_3,,
135,1494509A02#6_4,,
136,1494509A03#6_5,,
137,1494509A04#6_6,,
138,1494509A05#6_7,,
139,1494509A06#6_8,,
140,1494509A07#6_9,,
141,1502032A01,,
142,1502032A02#6_11,,
143,1502032A03#6_12,,
144,1502032A04#6_13,,
145,1502032A05#6_14,,
146,1502032A06,,
147,1520691A01#6_16,,
148,1520691A02#6_17,,
149,1520691A03#6_18,,
150,1520691A04#6_19,,
151,1520691A05#6_20,,
152,1520691A06#19_1,,
153,1526644A01#19_2,,
154,1526644A02#19_3,,
155,1526644A03#19_4,,
156,1526644A04#19_5,,
157,1526644A05#19_6,,
158,1526644A06#19_7,,
159,1526644A07#19_8,,
160,1526644A08#19_9,,
161,1544136A01#19_10,,
162,1544136A02#19_11,,
163,1544136A03#19_12,,
164,1544136A04#19_13,,
165,1544136A05#19_14,,
166,1544136A06#19_15,,
167,1544136A07#19_16,,
168,1544136A08#19_17,,
169,1549139A01#19_18,,
170,1549139A02#19_19,,
171,1549139A03#19_20,,
172,1549139A04#20_1,,
173,1549139A05#20_2,,
174,1549818A01#20_3,,
175,1549818A02#20_4,,
176,1549818A03#20_5,,
177,1549818A04#20_6,,
178,1549818A05#20_7,,
179,1549818A06#20_8,,
180,1556514A01#20_9,,
181,1556514A02#20_10,,
182,1556514A03#20_11,,
183,1556514A04#20_12,,
184,1556514A05#20_13,,
185,1556514A06#20_14,,
186,1556514A07#20_15,,
187,1556514A08#20_16,,
188,1561277B01#2_1,,
