,train,val,test
0,1375314A01#3_1,1390316A01#3_19,1394025A01#2_2
1,1375314A02#3_2,1390316A02#3_20,1394025A02#2_3
2,1375314A03#3_3,1390316A03#2_1,1394025A03#2_4
3,1375314A04#3_4,1394250C01#2_12,1394025A04#2_5
4,1375314A05#3_5,1394250C02#2_13,1394025A05#2_6
5,1375314A06#3_6,1394250C03#2_14,1394025A06#2_7
6,1375314A07#3_7,1394250C04#2_15,1394025A07#2_8
7,1375314A08#3_8,1394250C05#2_16,1394025A08#2_9
8,1386008A01#3_9,1394250C06#2_17,1394025A09#2_10
9,1386008A02#3_10,1394250C07#2_18,1394025A10#2_11
10,1386008A03#3_11,1394250C08#2_19,1494509A01#6_3
11,1386008A04#3_12,1493667A02#5_16,1494509A02#6_4
12,1386008A05#3_13,1493667A03#5_17,1494509A03#6_5
13,1386008A06#3_14,1493667A04#5_18,1494509A04#6_6
14,1386008A07#3_15,1493667A05#5_19,1494509A05#6_7
15,1386008A08#3_16,1493667A06#5_20,1494509A06#6_8
16,1386008A09#3_17,1493667A07#6_1,1494509A07#6_9
17,1386008A10#3_18,1493667A08#6_2,1502032A01
18,1394931A01#2_20,X133886A01#3_15,1502032A02#6_11
19,1394931A02#1_1,X133886A02#3_16,1502032A03#6_12
20,1394931A03#1_2,X133886A03#3_17,1502032A04#6_13
21,1394931A04#1_3,X133886A04#3_18,1502032A05#6_14
22,1396455B01#1_4,X133886A05#3_19,1502032A06
23,1396455B02#1_5,X133886A06#3_20,X127179A01#3_9
24,1396455B02#1_6,,X127179A02#3_10
25,1396455B03#1_7,,X127179A03#3_11
26,1396455B04#1_8,,X127179A04#3_12
27,1396455B05#1_9,,X127179A05#3_13
28,1396455B06#1_10,,X127179A06#3_14
29,1412190C01,,
30,1412190C02,,
31,1412190C03,,
32,1412190C04,,
33,1412190C05,,
34,1412190C06,,
35,1412190C07,,
36,1412190C08,,
37,1420083A01#18_2,,
38,1420083A02#18_3,,
39,1420083A03#18_4,,
40,1420083A04#18_5,,
41,1420083A05#18_6,,
42,1420083A06#18_7,,
43,1420083A07#18_8,,
44,1420083A08#18_9,,
45,1420083A09#18_10,,
46,1420083A10#18_11,,
47,1430290A01#18_15,,
48,1430290A02#18_16,,
49,1430290A03#18_17,,
50,1433261A01#18_18,,
51,1433261A02,,
52,1433261A03#18_20,,
53,1433261A04#17_1,,
54,1433261A05#17_2,,
55,1438435B01#17_3,,
56,1438435B02#17_4,,
57,1445057B01#17_5,,
58,1445057B02#17_6,,
59,1445057B03#17_7,,
60,1445057B04#17_8,,
61,1457991C01#17_18,,
62,1457991C02#17_19,,
