,train,val,test
0,1375314A01#3_1,1386008A01#3_9,1460108A01#16_17
1,1375314A02#3_2,1386008A02#3_10,1460108A02#16_18
2,1375314A03#3_3,1386008A03#3_11,1460108A03#16_19
3,1375314A04#3_4,1386008A04#3_12,1460108A04#16_20
4,1375314A05#3_5,1386008A05#3_13,1460108A05#4_1
5,1375314A06#3_6,1386008A06#3_14,1460108A06#4_2
6,1375314A07#3_7,1386008A07#3_15,1460108A07
7,1375314A08#3_8,1386008A08#3_16,1460108A08
8,1390316A01#3_19,1386008A09#3_17,1520691A01#6_16
9,1390316A02#3_20,1386008A10#3_18,1520691A02#6_17
10,1390316A03#2_1,1420083A01#18_2,1520691A03#6_18
11,1394025A01#2_2,1420083A02#18_3,1520691A04#6_19
12,1394025A02#2_3,1420083A03#18_4,1520691A05#6_20
13,1394025A03#2_4,1420083A04#18_5,1520691A06#19_1
14,1394025A04#2_5,1420083A05#18_6,1526644A01#19_2
15,1394025A05#2_6,1420083A06#18_7,1526644A02#19_3
16,1394025A06#2_7,1420083A07#18_8,1526644A03#19_4
17,1394025A07#2_8,1420083A08#18_9,1526644A04#19_5
18,1394025A08#2_9,1420083A09#18_10,1526644A05#19_6
19,1394025A09#2_10,1420083A10#18_11,1526644A06#19_7
20,1394025A10#2_11,1459142A01#16_5,1526644A07#19_8
21,1394250C01#2_12,1459142A02#16_6,1526644A08#19_9
22,1394250C02#2_13,1459142A03#16_7,X161534A01#4_15
23,1394250C03#2_14,1459142A04#16_8,X161534A02#4_16
24,1394250C04#2_15,1459142A05#16_9,X161534A03#4_17
25,1394250C05#2_16,1459142A06#16_10,X161534A04#4_18
26,1394250C06#2_17,1459142A07#16_11,X161534A05#4_19
27,1394250C07#2_18,1459142A08#16_12,X161534A06#4_20
28,1394250C08#2_19,1459142A09#16_13,X161534A07#5_1
29,1394931A01#2_20,1459142A10#16_14,X161534A08#5_2
30,1394931A02#1_1,1459142A11#16_15,
31,1394931A03#1_2,1459142A12#16_16,
32,1394931A04#1_3,1544136A01#19_10,
33,1396455B01#1_4,1544136A02#19_11,
34,1396455B02#1_5,1544136A03#19_12,
35,1396455B02#1_6,1544136A04#19_13,
36,1396455B03#1_7,1544136A05#19_14,
37,1396455B04#1_8,1544136A06#19_15,
38,1396455B05#1_9,1544136A07#19_16,
39,1396455B06#1_10,1544136A08#19_17,
40,1412190C01,,
41,1412190C02,,
42,1412190C03,,
43,1412190C04,,
44,1412190C05,,
45,1412190C06,,
46,1412190C07,,
47,1412190C08,,
48,1430290A01#18_15,,
49,1430290A02#18_16,,
50,1430290A03#18_17,,
51,1433261A01#18_18,,
52,1433261A02,,
53,1433261A03#18_20,,
54,1433261A04#17_1,,
55,1433261A05#17_2,,
56,1438435B01#17_3,,
57,1438435B02#17_4,,
58,1445057B01#17_5,,
59,1445057B02#17_6,,
60,1445057B03#17_7,,
61,1445057B04#17_8,,
62,1457991C01#17_18,,
63,1457991C02#17_19,,
64,1457991C03#17_20,,
65,1457991C04#16_1,,
66,1457991C05#16_2,,
67,1457991D01#16_3,,
68,1457991D02#16_4,,
69,1463717B01#4_5,,
70,1463717B02#4_6,,
71,1463717B03#4_7,,
72,1463717B04#4_8,,
73,1463717B05#4_9,,
74,1463717B06#4_10,,
75,1463717B07#4_11,,
76,1463717B08#4_12,,
77,1463717B09#4_13,,
78,1463717B10#4_14,,
79,1482921A01#4_15,,
80,1482921A02#4_16,,
81,1482921A03#4_17,,
82,1482921A04#4_18,,
83,1482921A05#4_19,,
84,1482921A06#4_20,,
85,1482921A07#5_1,,
86,1491815A01#5_8,,
87,1491815A02#5_9,,
88,1491815A03#5_10,,
89,1491815A04#5_11,,
90,1491815A05#5_12,,
91,1491815A06#5_13,,
92,1491815A07#5_14,,
93,1491815A08#5_15,,
94,1493667A02#5_16,,
95,1493667A03#5_17,,
96,1493667A04#5_18,,
97,1493667A05#5_19,,
98,1493667A06#5_20,,
99,1493667A07#6_1,,
100,1493667A08#6_2,,
101,1494509A01#6_3,,
102,1494509A02#6_4,,
103,1494509A03#6_5,,
104,1494509A04#6_6,,
105,1494509A05#6_7,,
106,1494509A06#6_8,,
107,1494509A07#6_9,,
108,1502032A01,,
109,1502032A02#6_11,,
110,1502032A03#6_12,,
111,1502032A04#6_13,,
112,1502032A05#6_14,,
113,1502032A06,,
114,1549139A01#19_18,,
115,1549139A02#19_19,,
116,1549139A03#19_20,,
117,1549139A04#20_1,,
118,1549139A05#20_2,,
119,1549818A01#20_3,,
120,1549818A02#20_4,,
121,1549818A03#20_5,,
122,1549818A04#20_6,,
123,1549818A05#20_7,,
124,1549818A06#20_8,,
125,1556514A01#20_9,,
126,1556514A02#20_10,,
127,1556514A03#20_11,,
128,1556514A04#20_12,,
129,1556514A05#20_13,,
130,1556514A06#20_14,,
131,1556514A07#20_15,,
132,1556514A08#20_16,,
133,1561277B01#2_1,,
134,1561277B02#2_2,,
135,1561277B03#2_3,,
136,1561277B04#2_4,,
137,1561277B05#2_5,,
138,1565608A01#21_3,,
139,1565608A02#21_4,,
140,1565608A03#21_5,,
141,1565608A04#21_6,,
142,1565608A05#21_7,,
143,1565608A06#21_8,,
144,1565608A07#21_9,,
145,1565608A08#21_10,,
146,1569744A01#21_11,,
147,1569744A02#21_12,,
148,1569744A03#21_13,,
149,1569744A04#21_14,,
150,1569744A05#21_15,,
151,1569744A06#21_16,,
152,1569744A07#21_17,,
153,1569744A08#21_18,,
154,1569744A09#21_19,,
155,1569744A10#21_20,,
156,1569744A11#7_1,,
157,1569744A12#7_2,,
158,1569744A13#7_3,,
159,1569744A14#7_4,,
160,X125675A01#2_14,,
161,X125675A02#2_15,,
162,X125675A03#2_16,,
163,X125675A04#2_17,,
164,X125675A05#2_18,,
165,X125675A06#2_19,,
166,X125675A07#2_20,,
167,X125675A08#3_1,,
168,X125675A09#3_2,,
169,X125675A10#3_3,,
170,X125675A11#3_4,,
171,X125675A12#3_5,,
172,X125675A13#3_6,,
173,X125675A14#3_7,,
