,train,val,test
0,morph_13958_0,morph_18839_0,morph_26806_0
1,morph_13958_3,morph_13960_0,morph_26800_0
2,morph_13958_1,morph_26831_0,morph_18842_0
3,morph_13958_2,morph_26841_0,morph_26805_0
4,morph_13959_0,morph_26851_0,morph_13952_1
5,morph_13961_0,nanchang_X219408A01#9_11,morph_13952_0
6,morph_13961_1,nanchang_X219408A02#9_12,nanchang_X127179A01#3_9
7,morph_13962_0,nanchang_X219408A03#9_13,nanchang_X127179A02#3_10
8,morph_13962_1,nanchang_X219408A04#9_14,nanchang_X127179A03#3_11
9,morph_13963_0,nanchang_X219408A05#9_15,nanchang_X127179A04#3_12
10,morph_13965_2,nanchang_X219408A06#9_16,nanchang_X127179A05#3_13
11,morph_13965_0,nanchang_X219408A07#9_17,nanchang_X127179A06#3_14
12,morph_13965_1,nanchang_X219408A08#9_18,nanchang_1556514A01#20_9
13,morph_13966_0,nanchang_X161534A01#4_15,nanchang_1556514A02#20_10
14,morph_13971_0,nanchang_X161534A02#4_16,nanchang_1556514A03#20_11
15,morph_13973_1,nanchang_X161534A03#4_17,nanchang_1556514A04#20_12
16,morph_13973_0,nanchang_X161534A04#4_18,nanchang_1556514A05#20_13
17,morph_13973_2,nanchang_X161534A05#4_19,nanchang_1556514A06#20_14
18,morph_13974_1,nanchang_X161534A06#4_20,nanchang_1556514A07#20_15
19,morph_13974_0,nanchang_X161534A07#5_1,nanchang_1556514A08#20_16
20,morph_13975_0,nanchang_X161534A08#5_2,tcga_TCGA-FF-8041
21,morph_13981_1,tcga_TCGA-RQ-A6JB,tcga_TCGA-G8-6907
22,morph_13981_0,tcga_TCGA-GS-A9TQ,morph_26838_0
23,morph_18831_0,morph_19675_0,morph_19700_0
24,morph_18837_0,morph_18829_0,morph_13978_1
25,morph_18841_0,morph_13980_0,morph_13978_0
26,morph_18841_2,morph_13980_1,morph_26845_0
27,morph_18841_1,morph_13980_2,morph_19689_0
28,morph_18848_6,morph_26793_0,morph_26822_0
29,morph_18848_1,morph_26844_0,morph_18832_0
30,morph_18848_5,morph_26807_0,morph_13955_0
31,morph_18848_4,morph_18840_4,nanchang_1482921A01#4_15
32,morph_18848_3,morph_18840_3,nanchang_1482921A02#4_16
33,morph_18848_2,morph_18840_1,nanchang_1482921A03#4_17
34,morph_18848_0,morph_18840_5,nanchang_1482921A04#4_18
35,morph_18852_0,morph_18840_2,nanchang_1482921A05#4_19
36,morph_19667_0,morph_18840_0,nanchang_1482921A06#4_20
37,morph_19672_0,morph_26811_0,nanchang_1482921A07#5_1
38,morph_19674_0,nanchang_X133886A01#3_15,nanchang_X225774A01#10_7
39,morph_19677_0,nanchang_X133886A02#3_16,nanchang_X225774A02#10_8
40,morph_19678_0,nanchang_X133886A03#3_17,nanchang_X225774A03#10_9
41,morph_19680_0,nanchang_X133886A04#3_18,nanchang_X225774A04#10_10
42,morph_19690_0,nanchang_X133886A05#3_19,nanchang_X225774A05#10_11
43,morph_19693_0,nanchang_X133886A06#3_20,nanchang_X225774A06#10_12
44,morph_19694_0,nanchang_1549818A01#20_3,nanchang_X225774A07#10_13
45,morph_19695_0,nanchang_1549818A02#20_4,nanchang_X225774A08#10_14
46,morph_19697_0,nanchang_1549818A03#20_5,nanchang_1420083A01#18_2
47,morph_19698_0,nanchang_1549818A04#20_6,nanchang_1420083A02#18_3
48,morph_26787_0,nanchang_1549818A05#20_7,nanchang_1420083A03#18_4
49,morph_26788_0,nanchang_1549818A06#20_8,nanchang_1420083A04#18_5
50,morph_26789_0,nanchang_X125675A01#2_14,nanchang_1420083A05#18_6
51,morph_26795_0,nanchang_X125675A02#2_15,nanchang_1420083A06#18_7
52,morph_26797_0,nanchang_X125675A03#2_16,nanchang_1420083A07#18_8
53,morph_26798_0,nanchang_X125675A04#2_17,nanchang_1420083A08#18_9
54,morph_26809_0,nanchang_X125675A05#2_18,nanchang_1420083A09#18_10
55,morph_26815_0,nanchang_X125675A06#2_19,nanchang_1420083A10#18_11
56,morph_26816_0,nanchang_X125675A07#2_20,tcga_TCGA-GR-A4D9
57,morph_26820_0,nanchang_X125675A08#3_1,tcga_TCGA-FF-8047
58,morph_26823_0,nanchang_X125675A09#3_2,
59,morph_26829_0,nanchang_X125675A10#3_3,
60,morph_26832_0,nanchang_X125675A11#3_4,
61,morph_26835_0,nanchang_X125675A12#3_5,
62,morph_26846_0,nanchang_X125675A13#3_6,
63,morph_26853_0,nanchang_X125675A14#3_7,
64,morph_26855_0,nanchang_X125675A15#3_8,
65,morph_26859_0,tcga_TCGA-FA-A4BB,
66,nanchang_1375314A01#3_1,tcga_TCGA-FA-A4XK,
67,nanchang_1375314A02#3_2,,
68,nanchang_1375314A03#3_3,,
69,nanchang_1375314A04#3_4,,
70,nanchang_1375314A05#3_5,,
