,train,val,test
0,morph_13952_1,morph_19678_0,morph_26789_0
1,morph_13952_0,morph_26853_0,morph_26823_0
2,morph_13958_0,morph_26805_0,morph_13966_0
3,morph_13958_3,morph_13973_1,morph_26787_0
4,morph_13958_1,morph_13973_0,morph_19697_0
5,morph_13958_2,morph_13973_2,nanchang_1390316A01#3_19
6,morph_13959_0,morph_26851_0,nanchang_1390316A02#3_20
7,morph_13960_0,nanchang_1457991C01#17_18,nanchang_1390316A03#2_1
8,morph_13961_0,nanchang_1457991C02#17_19,nanchang_X219408A01#9_11
9,morph_13961_1,nanchang_1457991C03#17_20,nanchang_X219408A02#9_12
10,morph_13962_0,nanchang_1457991C04#16_1,nanchang_X219408A03#9_13
11,morph_13962_1,nanchang_1457991C05#16_2,nanchang_X219408A04#9_14
12,morph_13963_0,nanchang_1457991D01#16_3,nanchang_X219408A05#9_15
13,morph_13965_2,nanchang_1457991D02#16_4,nanchang_X219408A06#9_16
14,morph_13965_0,nanchang_1430290A01#18_15,nanchang_X219408A07#9_17
15,morph_13965_1,nanchang_1430290A02#18_16,nanchang_X219408A08#9_18
16,morph_13971_0,nanchang_1430290A03#18_17,tcga_TCGA-RQ-A6JB
17,morph_13974_1,tcga_TCGA-GR-7353,tcga_TCGA-FM-8000
18,morph_13974_0,tcga_TCGA-RQ-AAAT,morph_26848_0
19,morph_13975_0,morph_26799_0,morph_26817_0
20,morph_13981_1,morph_26808_0,morph_26834_0
21,morph_13981_0,morph_18843_1,morph_26803_0
22,morph_18831_0,morph_18843_0,morph_19676_0
23,morph_18837_0,morph_26811_0,morph_26828_0
24,morph_18839_0,morph_18840_4,morph_26857_0
25,morph_18841_0,morph_18840_3,morph_13953_0
26,morph_18841_2,morph_18840_1,morph_13953_1
27,morph_18841_1,morph_18840_5,nanchang_X169778A01#5_3
28,morph_18842_0,morph_18840_2,nanchang_X169778A02#5_4
29,morph_18848_6,morph_18840_0,nanchang_X169778A03#5_5
30,morph_18848_1,morph_18832_0,nanchang_X169778A04#5_6
31,morph_18848_5,morph_26807_0,nanchang_X169778A05#5_7
32,morph_18848_4,morph_18851_0,nanchang_X169778A06#5_8
33,morph_18848_3,nanchang_X227639A01#10_15,nanchang_X169778A07#5_9
34,morph_18848_2,nanchang_X227639A02#10_16,nanchang_X169778A08#5_10
35,morph_18848_0,nanchang_X227639A03#10_17,nanchang_1463717B01#4_5
36,morph_18852_0,nanchang_X227639A04#10_18,nanchang_1463717B02#4_6
37,morph_19667_0,nanchang_X227639A05#10_19,nanchang_1463717B03#4_7
38,morph_19672_0,nanchang_X227639A06#10_20,nanchang_1463717B04#4_8
39,morph_19674_0,nanchang_X227639A07#11_1,nanchang_1463717B05#4_9
40,morph_19677_0,nanchang_X227639A08#11_2,nanchang_1463717B06#4_10
41,morph_19680_0,nanchang_1549818A01#20_3,nanchang_1463717B07#4_11
42,morph_19690_0,nanchang_1549818A02#20_4,nanchang_1463717B08#4_12
43,morph_19693_0,nanchang_1549818A03#20_5,nanchang_1463717B09#4_13
44,morph_19694_0,nanchang_1549818A04#20_6,nanchang_1463717B10#4_14
45,morph_19695_0,nanchang_1549818A05#20_7,nanchang_X225774A01#10_7
46,morph_19698_0,nanchang_1549818A06#20_8,nanchang_X225774A02#10_8
47,morph_26788_0,nanchang_1460108A01#16_17,nanchang_X225774A03#10_9
48,morph_26795_0,nanchang_1460108A02#16_18,nanchang_X225774A04#10_10
49,morph_26797_0,nanchang_1460108A03#16_19,nanchang_X225774A05#10_11
50,morph_26798_0,nanchang_1460108A04#16_20,nanchang_X225774A06#10_12
